phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,R40[0.49]&n-Butane[0.51],mixture,R40,n-Butane,0.49,420.80075,5171290.911903699,0.09905017948863283,30.410769442163723,5.059942968554331,1.0
INIT,2,R141b[0.50]&R236EA[0.50],mixture,R141b,R236EA,0.5,444.97,3776068.7879754333,0.1087484245893417,20.069940039620764,1.910908710815826,2.0
INIT,3,Acetone[0.46]&MD2M[0.54],mixture,Acetone,MD2M,0.46,557.402,2038535.2681647574,0.023985573136036088,0.5005656274112638,0.2085540618290017,3.0
INIT,4,MethylOleate[0.48]&MethylLinolenate[0.52],mixture,MethylOleate,MethylLinolenate,0.48,790.9918364833024,1298252.2673753034,-0.05,-1.0,-1.0,4.0
OPT,1,R141b[0.27]&n-Butane[0.73],mixture,R141b,n-Butane,0.27,439.26625,4059943.2565026423,0.11032207220539737,21.27674344641827,2.3717262378301043,5.0
OPT,2,R141b[0.50]&n-Butane[0.50],mixture,R141b,n-Butane,0.5,451.3125,4196961.382134567,0.1191306231409934,21.275038055610363,1.804092357766287,6.0
OPT,3,n-Butane[0.08]&EthyleneOxide[0.92],mixture,n-Butane,EthyleneOxide,0.08,465.4164,6854610.707084871,0.12505993796718276,27.00313753337023,2.4888726291498067,7.0
OPT,4,EthyleneOxide[0.50]&R141b[0.50],mixture,EthyleneOxide,R141b,0.5,473.21000000000004,5257620.468397471,0.12696180991540562,18.87321229219257,1.4738801380199174,8.0
OPT,5,EthyleneOxide[0.06]&n-Octane[0.94],mixture,EthyleneOxide,n-Octane,0.06,562.7508,2530233.5741042974,0.09887112999349278,2.020599429705465,0.08081695695026081,9.0
OPT,6,EthyleneOxide[0.50]&n-Butane[0.50],mixture,EthyleneOxide,n-Butane,0.5,447.02250000000004,5089492.847248899,0.11820383668196897,26.91079418109011,2.746177339648414,10.0
OPT,7,EthyleneOxide[0.05]&Water[0.95],mixture,EthyleneOxide,Water,0.05,638.1872,24593984.464489922,-0.05,-1.0,-1.0,11.0
OPT,8,EthyleneOxide[0.05]&HeavyWater[0.95],mixture,EthyleneOxide,HeavyWater,0.05,635.10065,24255861.23048288,-0.05,-1.0,-1.0,12.0
OPT,9,EthyleneOxide[0.05]&Methanol[0.95],mixture,EthyleneOxide,Methanol,0.05,511.157,8952136.05720752,0.09278710950762074,12.979591493983154,1.435086233270522,13.0
OPT,10,EthyleneOxide[0.05]&Ethanol[0.95],mixture,EthyleneOxide,Ethanol,0.05,512.4205000000001,6911043.609805197,0.07157247542472343,9.990405776010894,1.4684652140030374,14.0
OPT,11,EthyleneOxide[0.05]&Dichloroethane[0.95],mixture,EthyleneOxide,Dichloroethane,0.05,556.966,5347973.7752147345,0.11708785910891427,4.2723327547254,0.2558373292841758,15.0
OPT,12,Dichloroethane[0.50]&EthyleneOxide[0.50],mixture,Dichloroethane,EthyleneOxide,0.5,515.26,6353626.980015908,0.09816024750725527,8.976686983774409,1.226363194988553,16.0
OPT,13,Dichloroethane[0.50]&R141b[0.50],mixture,Dichloroethane,R141b,0.5,519.55,4734196.485909869,0.12803456525748988,8.900179887397805,0.47633851709498026,17.0
OPT,14,R141b[0.42]&Dichloroethane[0.58],mixture,R141b,Dichloroethane,0.42,526.278,4815341.822373283,0.12492909687194934,7.85359205797804,0.44676988094148923,18.0
