order,mixture
1,Ethanol[0.50]&Dichloroethane[0.50]
2,Dichloroethane[0.22]&n-Decane[0.78]
3,DiethylEther[0.48]&Ethanol[0.52]
4,MDM[0.28]&Acetone[0.72]
5,DiethylEther[0.23]&n-Decane[0.77]
6,R113[0.48]&Isopentane[0.52]
7,D5[0.48]&MD4M[0.52]
8,cis-2-Butene[0.50]&Ethanol[0.50]
9,R1234ze(Z)[0.50]&n-Heptane[0.50]
10,R365MFC[0.50]&R11[0.50]
11,R123[0.48]&DiethylEther[0.52]
12,R1233zd(E)[0.49]&Cyclopentane[0.51]
13,R40[0.49]&Benzene[0.51]
14,n-Pentane[0.49]&EthyleneOxide[0.51]
15,R113[0.50]&EthyleneOxide[0.50]
16,MethylPalmitate[0.49]&Acetone[0.51]
17,Neopentane[0.50]&Novec649[0.50]
18,Ethanol[0.49]&n-Nonane[0.51]
19,n-Undecane[0.49]&n-Decane[0.51]
20,n-Decane[0.49]&CycloHexane[0.51]
21,n-Dodecane[0.49]&p-Xylene[0.51]
22,R40[0.50]&Neopentane[0.50]
23,Neopentane[0.48]&Acetone[0.52]
24,Neopentane[0.48]&1-Butene[0.52]
25,R1233zd(E)[0.50]&Ethanol[0.50]
