order,mixture
1,MethylPalmitate[0.41]&MethylLinolenate[0.59]
2,DiethylEther[0.50]&n-Nonane[0.50]
3,R1234ze(Z)[0.31]&n-Nonane[0.69]
4,n-Undecane[0.45]&EthylBenzene[0.55]
5,EthylBenzene[0.25]&n-Undecane[0.75]
6,R21[0.49]&MM[0.51]
7,m-Xylene[0.50]&MethylLinoleate[0.50]
8,MDM[0.48]&n-Undecane[0.52]
9,Isohexane[0.50]&MethylLinoleate[0.50]
10,n-Dodecane[0.49]&o-Xylene[0.51]
11,R1234ze(Z)[0.48]&MethylLinolenate[0.52]
12,n-Undecane[0.49]&Dichloroethane[0.51]
13,MethylLinoleate[0.50]&R21[0.50]
14,R123[0.49]&MethylOleate[0.51]
15,n-Dodecane[0.49]&n-Octane[0.51]
16,n-Pentane[0.50]&MethylPalmitate[0.50]
17,EthylBenzene[0.48]&Neopentane[0.52]
18,n-Dodecane[0.50]&MD4M[0.50]
19,MethylLinolenate[0.48]&R40[0.52]
20,DimethylCarbonate[0.50]&MethylPalmitate[0.50]
21,n-Decane[0.48]&n-Nonane[0.52]
22,Acetone[0.48]&MethylLinoleate[0.52]
23,DiethylEther[0.48]&MethylLinoleate[0.52]
24,MethylLinoleate[0.50]&Toluene[0.50]
25,D5[0.49]&Water[0.51]
