order,mixture
1,Water
2,SulfurDioxide
3,Methanol
4,HeavyWater
5,EthyleneOxide
6,R1233zd(E)
7,MD3M
8,DiethylEther
9,n-Nonane
10,R40
11,MethylLinolenate
12,MethylOleate
13,MethylPalmitate
