order,mixture
1,n-Dodecane
2,MethylOleate
3,Neopentane
4,n-Nonane
5,MM
6,Methanol
7,SulfurDioxide
8,Ethanol
9,Dichloroethane
10,DimethylCarbonate
11,Benzene
12,Acetone
13,R21
14,Cyclopentane
15,R141b
16,R245ca
17,DiethylEther
