order,mixture
1,EthylBenzene[0.50]&1-Butene[0.50]
2,R11[0.22]&n-Dodecane[0.78]
3,Acetone[0.45]&n-Dodecane[0.55]
4,EthylBenzene[0.37]&Acetone[0.63]
5,R245ca[0.24]&n-Dodecane[0.76]
6,EthyleneOxide[0.50]&R123[0.50]
7,Methanol[0.50]&IsoButene[0.50]
8,D6[0.48]&R114[0.52]
9,1-Butene[0.49]&EthyleneOxide[0.51]
10,IsoButene[0.50]&SulfurDioxide[0.50]
11,Dichloroethane[0.48]&IsoButene[0.52]
12,cis-2-Butene[0.50]&Ethanol[0.50]
13,DimethylCarbonate[0.48]&R11[0.52]
14,R11[0.50]&R1233zd(E)[0.50]
15,Benzene[0.48]&Isopentane[0.52]
16,Isohexane[0.50]&DimethylCarbonate[0.50]
