order,mixture
1,n-Dodecane
2,n-Undecane
3,MDM
4,MethylLinoleate
5,Cyclopentane
1,Ethanol
2,MethylLinolenate
3,Water
4,trans-2-Butene
5,n-Butane
6,Methanol
7,HeavyWater
8,n-Nonane
9,CycloHexane
10,MM
11,EthyleneOxide
12,Dichloroethane
13,Benzene
14,DimethylCarbonate
15,Toluene
