order,mixture
1,R40
2,Acetone
3,MDM
4,Isopentane
5,Novec649
6,Isohexane
7,MD4M
8,Benzene
9,R21
10,SulfurDioxide
11,Ethanol
12,Toluene
13,Water
14,n-Octane
15,Methanol
16,MethylLinolenate
17,Dichloroethane
18,CycloHexane
19,HeavyWater
20,R142b
21,Cyclopentane
22,o-Xylene
23,EthylBenzene
24,m-Xylene
25,n-Heptane
26,MM
27,R11
28,p-Xylene
