order,mixture
1,MDM
2,MethylLinoleate
3,Ethanol
4,R1234ze(Z)
5,IsoButene
6,R40
7,Methanol
8,EthyleneOxide
9,Isohexane
10,HeavyWater
11,MethylPalmitate
12,MethylLinolenate
13,MethylOleate
14,Dichloroethane
15,n-Dodecane
16,o-Xylene
17,D6
18,Novec649
