order,mixture
1,HeavyWater
2,cis-2-Butene
3,o-Xylene
4,n-Dodecane
5,R40
6,MethylPalmitate
7,MethylOleate
8,MethylLinoleate
9,MethylLinolenate
10,MD4M
11,EthylBenzene
12,SulfurDioxide
13,EthyleneOxide
14,Dichloroethane
