phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MethylPalmitate[0.48]&Dichloroethane[0.52],mixture,MethylPalmitate,Dichloroethane,0.48,654.432,2062174.7959017202,-0.05,-1.0,-1.0,5.1
INIT,2,Cyclopentane[0.50]&MD3M[0.50],mixture,Cyclopentane,MD3M,0.5,570.34,1500274.660368653,-0.05,-1.0,-1.0,6.1
INIT,3,n-Octane[0.36]&Dichloroethane[0.64],mixture,n-Octane,Dichloroethane,0.36,564.1704,4017333.824327668,0.013606655015103272,2.8668321398371077,2.27315605226937,7.1
INIT,4,Dichloroethane[0.48]&Acetone[0.52],mixture,Dichloroethane,Acetone,0.48,533.78,5155819.945235213,0.12125907765869019,5.4065140149286455,0.3392375768658547,8.1
INIT,5,Dichloroethane[0.40]&MethylPalmitate[0.60],mixture,Dichloroethane,MethylPalmitate,0.4,677.64,1821313.3762591914,-0.05,-1.0,-1.0,9.1
OPT,6,Isohexane[0.49]&Acetone[0.51],mixture,Isohexane,Acetone,0.49,503.004,4672421.372418239,0.11039167128947737,8.430775654925903,0.7659353694010672,10.1
OPT,7,SulfurDioxide[0.50]&R365MFC[0.50],mixture,SulfurDioxide,R365MFC,0.5,445.32,4519450.540761499,0.10864371620435954,25.405749452703386,2.3441879568405177,11.1
OPT,8,Acetone[0.50]&trans-2-Butene[0.50],mixture,Acetone,trans-2-Butene,0.5,463.0514756875,4760370.710053417,0.11431696295281618,21.207158744599543,1.8843634890394734,12.1
OPT,9,Dichloroethane[0.50]&Acetone[0.50],mixture,Dichloroethane,Acetone,0.5,534.85,5167061.46781758,0.13504199878648038,6.41001498916329,0.2602879204908281,13.1
OPT,10,Dichloroethane[0.36]&Acetone[0.64],mixture,Dichloroethane,Acetone,0.36,527.36,5074521.434084828,0.1280689852276274,6.960007518086407,0.3709089221773854,14.1
OPT,11,Dichloroethane[0.49]&Acetone[0.51],mixture,Dichloroethane,Acetone,0.49,534.315,5161523.659789415,0.13508398980657452,6.466110697528309,0.2629086305264343,15.1
OPT,12,Dichloroethane[0.35]&Acetone[0.65],mixture,Dichloroethane,Acetone,0.35000000000000003,526.825,5066682.992602747,0.1328891134617374,6.915506233203244,0.31155646843090307,16.1
OPT,13,Dichloroethane[0.34]&Acetone[0.66],mixture,Dichloroethane,Acetone,0.34,526.29,5058682.16006531,0.12213516980452337,6.306859864913767,0.40120220437853493,17.1
OPT,14,Dichloroethane[0.32]&Acetone[0.68],mixture,Dichloroethane,Acetone,0.32,525.22,5042194.449931567,0.1325104274538474,7.036306832742997,0.32306288729331933,18.1
OPT,15,Dichloroethane[0.28]&Acetone[0.72],mixture,Dichloroethane,Acetone,0.28,523.08,5007283.034150678,0.131931697784938,7.131418930987133,0.3357870450326387,19.1
