phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MD3M[0.48]&trans-2-Butene[0.52],mixture,MD3M,trans-2-Butene,0.48,524.778,1404745.6494609334,-0.05,-1.0,-1.0,5.7
INIT,2,MethylLinolenate[0.49]&IsoButene[0.51],mixture,MethylLinolenate,IsoButene,0.49,604.7359,1825089.32138575,-0.05,-1.0,-1.0,6.7
INIT,3,IsoButene[0.42]&p-Xylene[0.58],mixture,IsoButene,p-Xylene,0.42,532.97524,3393231.4713347894,0.004447365861342194,2.1536445615981115,1.9480793944660977,7.7
INIT,4,Isopentane[0.48]&n-Hexane[0.52],mixture,Isopentane,n-Hexane,0.48,488.2419954464426,3346252.200520148,0.10675565252814427,7.385930380903504,0.5933685306909184,8.7
INIT,5,EthylBenzene[0.43]&D4[0.57],mixture,EthylBenzene,D4,0.43,599.6666,1867443.3557671288,0.10301179653848197,0.44292756989345666,0.0067314021749941754,9.7
OPT,6,1-Butene[0.50]&Isohexane[0.50],mixture,1-Butene,Isohexane,0.5,458.495,3330123.371545307,0.10111251801797833,15.78906262889481,1.5847722350518703,10.7
OPT,7,trans-2-Butene[0.50]&MM[0.50],mixture,trans-2-Butene,MM,0.5,473.65500000000003,2549297.0058411057,0.05545540957161414,4.909139254545609,1.2041595527490068,11.7
OPT,8,R1234ze(Z)[0.49]&R113[0.51],mixture,R1234ze(Z),R113,0.49,455.87940000000003,3788223.6202929504,0.11855281918668764,18.395332457953394,1.255971504741288,12.7
OPT,9,Dichloroethane[0.49]&R236EA[0.51],mixture,Dichloroethane,R236EA,0.49,485.52840000000003,4320429.963171164,0.09695674859198976,10.628014021061848,1.1076253858380791,13.7
OPT,10,R141b[0.50]&Isopentane[0.50],mixture,R141b,Isopentane,0.5,468.925,4033778.281974983,0.11638105804951845,15.03511190598174,1.3387325510319328,14.7
OPT,11,R1234ze(Z)[0.49]&n-Butane[0.51],mixture,R1234ze(Z),n-Butane,0.49,424.21605,4102128.681094566,0.09648231967690826,22.695957704082847,3.4602324993396696,15.7
OPT,12,m-Xylene[0.50]&EthylBenzene[0.50],mixture,m-Xylene,EthylBenzene,0.5,616.84024366375,3577964.677390936,0.1229573700817547,0.9240948727670707,0.025833508088305895,16.7
OPT,13,R11[0.48]&Acetone[0.52],mixture,R11,Acetone,0.48,490.3448000000001,5122209.558271181,0.09102147355055559,5.504629139506037,0.9079701609312196,17.7
OPT,14,Neopentane[0.50]&Methanol[0.50],mixture,Neopentane,Methanol,0.5,473.56,7630418.866212439,0.09542758559737147,27.172668936540852,3.4389816369065787,18.7
OPT,15,R40[0.50]&EthyleneOxide[0.50],mixture,R40,EthyleneOxide,0.5,442.61,7625082.504439399,0.124553062686225,44.396889978270636,4.2991904691007585,19.7
