order,mixture
1,MethylOleate[0.47]&EthylBenzene[0.53]
2,R1234ze(Z)[0.49]&n-Nonane[0.51]
3,n-Nonane[0.50]&DiethylEther[0.50]
4,MethylLinolenate[0.48]&EthylBenzene[0.52]
5,MethylLinolenate[0.46]&MethylOleate[0.54]
6,D4[0.48]&R21[0.52]
7,EthylBenzene[0.48]&Neopentane[0.52]
8,R365MFC[0.50]&EthylBenzene[0.50]
9,n-Butane[0.50]&n-Nonane[0.50]
10,cis-2-Butene[0.49]&HeavyWater[0.51]
11,n-Decane[0.49]&Methanol[0.51]
12,MethylOleate[0.49]&D4[0.51]
13,Methanol[0.49]&Toluene[0.51]
14,MD4M[0.50]&MethylLinolenate[0.50]
15,trans-2-Butene[0.49]&Water[0.51]
16,Water[0.50]&Benzene[0.50]
17,DimethylCarbonate[0.47]&MethylOleate[0.53]
18,Acetone[0.48]&HeavyWater[0.52]
19,Water[0.50]&R40[0.50]
20,EthylBenzene[0.50]&Water[0.50]
21,Water[0.49]&Isohexane[0.51]
22,HeavyWater[0.49]&DimethylCarbonate[0.51]
23,HeavyWater[0.50]&DimethylCarbonate[0.50]
24,Cyclopentane[0.50]&Water[0.50]
25,trans-2-Butene[0.50]&HeavyWater[0.50]
