order,mixture
1,Isohexane
2,R245fa
3,Benzene
4,Toluene
5,p-Xylene
6,CycloHexane
7,Dichloroethane
8,Ethanol
9,MethylPalmitate
10,Methanol
11,Acetone
12,D5
13,R40
14,HeavyWater
15,Water
16,MethylLinoleate
17,R21
