phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,n-Dodecane[0.49]&R245ca[0.51],mixture,n-Dodecane,R245ca,0.49,550.7297,2703899.791309375,-0.05,-1.0,-1.0,1.0
INIT,2,DimethylCarbonate[0.50]&n-Butane[0.50],mixture,DimethylCarbonate,n-Butane,0.5,491.0625,4217759.013335512,0.08429571043284592,9.379416946194143,1.3990285114993184,2.0
INIT,3,MDM[0.50]&n-Hexane[0.50],mixture,MDM,n-Hexane,0.5,536.59045,1921472.851738058,-0.05,-1.0,-1.0,3.0
INIT,4,Methanol[0.48]&MethylOleate[0.52],mixture,Methanol,MethylOleate,0.48,653.0624,1375405.35995776,-0.05,-1.0,-1.0,4.0
INIT,5,R113[0.49]&Neopentane[0.51],mixture,R113,Neopentane,0.49,459.9403,3514582.572593504,0.11362202960892846,15.966874841822033,1.2365414040092413,5.0
OPT,1,Neopentane[0.49]&R113[0.51],mixture,Neopentane,R113,0.49,461.0097,3518338.952200301,0.11055088561895161,14.347882994289385,1.2306050469191272,6.0
OPT,2,R113[0.39]&Neopentane[0.61],mixture,R113,Neopentane,0.39,454.5933,3485064.4699564567,0.11377585428727806,16.975290302308238,1.3361674350728368,7.0
OPT,3,R113[0.26]&Neopentane[0.74],mixture,R113,Neopentane,0.26,447.6422,3419703.425791876,0.11100387196694197,18.40213203476837,1.6167452569796918,8.0
OPT,4,R113[0.42]&Neopentane[0.58],mixture,R113,Neopentane,0.42,456.1974,3495805.0512286224,0.1139204049124834,16.78886097817585,1.3059662066901612,9.0
OPT,5,R113[0.43]&Neopentane[0.57],mixture,R113,Neopentane,0.43,456.73209999999995,3499025.38426373,0.1095258850322903,15.072398385990436,1.3597306498415933,10.0
OPT,6,R113[0.48]&Neopentane[0.52],mixture,R113,Neopentane,0.48,459.4056,3512436.89358586,0.11366479751545132,16.14661006077933,1.2507250603409588,11.0
OPT,7,R113[0.10]&DimethylCarbonate[0.90],mixture,R113,DimethylCarbonate,0.1,550.021,4985839.883944313,0.11458679195956703,4.390053296166923,0.2199771971567268,12.0
OPT,8,R113[0.12]&DimethylCarbonate[0.88],mixture,R113,DimethylCarbonate,0.12,548.6252000000001,4993133.795617813,0.09753683587466297,4.927101155551436,0.4701774068667932,13.0
OPT,9,DimethylCarbonate[0.05]&n-Butane[0.95],mixture,DimethylCarbonate,n-Butane,0.05,431.71875,3828415.5458968473,0.11588318920900302,26.41619503771742,2.352873365136092,14.0
OPT,10,Neopentane[0.48]&R113[0.52],mixture,Neopentane,R113,0.48,461.5444,3519950.071530273,0.1135748359601788,15.660413684364093,1.2069980720303213,15.0
OPT,11,Neopentane[0.44]&R113[0.56],mixture,Neopentane,R113,0.44,463.68320000000006,3524619.0291037364,0.11371587903064363,15.216290510305111,1.1580325708333628,16.0
OPT,12,DimethylCarbonate[0.05]&Water[0.95],mixture,DimethylCarbonate,Water,0.05,632.916042000575,19356730.93051772,0.10959290098472267,4.640136520127582,0.2687406541159577,17.0
OPT,13,DimethylCarbonate[0.05]&Neopentane[0.95],mixture,DimethylCarbonate,Neopentane,0.05,439.903,3231018.7853922364,0.11219250389156744,19.62875311354492,1.6442465784995524,18.0
OPT,14,DimethylCarbonate[0.05]&n-Undecane[0.95],mixture,DimethylCarbonate,n-Undecane,0.05,634.7099999999999,2151090.142141851,0.02409159634400123,0.2636526950517581,0.10320237191108363,19.0
OPT,15,R113[0.50]&Neopentane[0.50],mixture,R113,Neopentane,0.5,460.475,3516549.8559307456,0.1073292178648549,12.823280255547024,1.2273379985544492,20.0
