order,mixture
1,R245ca
2,Isopentane
3,MD3M
4,MethylLinolenate
5,D4
1,Isopentane
2,Isopentane
3,Isopentane
4,Isopentane
5,Isopentane
6,Isopentane
7,Isopentane
8,Isopentane
9,Isopentane
10,Isopentane
11,Isopentane
12,Isopentane
13,Isopentane
14,Isopentane
15,Isopentane
16,Isopentane
17,Isopentane
18,Isopentane
19,Isopentane
20,Isopentane
