order,mixture
1,n-Dodecane
2,Methanol
3,Toluene
4,Dichloroethane
5,R21
6,Water
7,SulfurDioxide
8,MM
9,HeavyWater
10,R236EA
11,EthyleneOxide
12,MethylLinoleate
13,Ethanol
14,MethylOleate
15,R40
16,CycloHexane
17,Benzene
18,n-Nonane
