phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Water[0.50]&m-Xylene[0.50],mixture,Water,m-Xylene,0.5,631.9929999999999,14352235.285719305,-0.05,-1.0,-1.0,6.1
INIT,2,Water[0.37]&m-Xylene[0.63],mixture,Water,m-Xylene,0.37,628.0662199999999,11427568.164245302,-0.05,-1.0,-1.0,7.1
INIT,3,R113[0.36]&R245fa[0.64],mixture,R113,R245fa,0.36,448.682,4056460.07187536,0.11616543463175022,21.133927594722184,1.4079673480059458,8.1
INIT,4,m-Xylene[0.49]&Water[0.51],mixture,m-Xylene,Water,0.49,632.2950599999999,14588326.98473889,-0.05,-1.0,-1.0,9.1
INIT,5,Isopentane[0.37]&R245fa[0.63],mixture,Isopentane,R245fa,0.37,419.6288369081201,3424237.345104842,0.08067761876914967,28.003167816679557,5.109102133545133,10.1
OPT,6,R11[0.50]&Neopentane[0.50],mixture,R11,Neopentane,0.5,452.425,3979752.88305022,0.10157912978294363,19.746480894564236,2.783160717251192,11.1
OPT,7,p-Xylene[0.50]&R1233zd(E)[0.50],mixture,p-Xylene,R1233zd(E),0.5,527.884,3769150.2345398874,0.050122517949541374,2.7384309134518308,0.8130734451204537,12.1
OPT,8,Isopentane[0.50]&IsoButene[0.50],mixture,Isopentane,IsoButene,0.5,439.22,3668797.90415002,0.09736198699493666,14.37562979553236,2.115315347715142,13.1
OPT,9,R142b[0.49]&n-Butane[0.51],mixture,R142b,n-Butane,0.49,417.84114999999997,4197238.698122362,0.10085546728623507,34.252110437951686,4.2896894126261165,14.1
OPT,10,R11[0.48]&R245fa[0.52],mixture,R11,R245fa,0.48,448.178,4634042.5365226455,0.09550517255726004,22.361592020292157,3.3657880894488557,15.1
OPT,11,n-Undecane[0.50]&o-Xylene[0.50],mixture,n-Undecane,o-Xylene,0.5,637.4529694999999,2769918.963181614,0.1145767423723213,0.38110390988292364,0.0050024605537417575,16.1
OPT,12,n-Undecane[0.48]&MethylPalmitate[0.52],mixture,n-Undecane,MethylPalmitate,0.48,699.2239999999999,1634281.557638706,-0.05,-1.0,-1.0,17.1
OPT,13,1-Butene[0.50]&HeavyWater[0.50],mixture,1-Butene,HeavyWater,0.5,531.5685,17726722.967230488,-0.05,-1.0,-1.0,18.1
OPT,14,IsoButene[0.49]&Water[0.51],mixture,IsoButene,Water,0.49,534.88306,17815172.744790334,-0.05,-1.0,-1.0,19.1
OPT,15,HeavyWater[0.48]&IsoButene[0.52],mixture,HeavyWater,IsoButene,0.48,526.45336,17028564.70680643,-0.05,-1.0,-1.0,20.1
