order,mixture
1,R245fa[0.50]&m-Xylene[0.50]
2,R245ca[0.44]&Cyclopentane[0.56]
3,n-Decane[0.48]&D6[0.52]
4,IsoButene[0.50]&R40[0.50]
5,Acetone[0.50]&o-Xylene[0.50]
6,R236EA[0.49]&R40[0.51]
7,cis-2-Butene[0.50]&R21[0.50]
8,Acetone[0.50]&Methanol[0.50]
9,n-Butane[0.49]&HeavyWater[0.51]
10,n-Pentane[0.50]&Methanol[0.50]
11,CycloHexane[0.49]&Methanol[0.51]
12,Novec649[0.48]&n-Hexane[0.52]
13,trans-2-Butene[0.48]&Methanol[0.52]
14,R1233zd(E)[0.49]&HeavyWater[0.51]
15,EthyleneOxide[0.50]&R245ca[0.50]
16,R365MFC[0.50]&n-Pentane[0.50]
17,Ethanol[0.50]&DimethylCarbonate[0.50]
18,Novec649[0.50]&MDM[0.50]
19,R1234ze(Z)[0.49]&n-Undecane[0.51]
20,Acetone[0.50]&Cyclopentane[0.50]
21,Novec649[0.48]&R123[0.52]
22,DimethylCarbonate[0.49]&Methanol[0.51]
23,m-Xylene[0.50]&Ethanol[0.50]
