order,mixture
1,SulfurDioxide[0.50]&MD2M[0.50]
2,MethylOleate[0.27]&R11[0.73]
3,MD3M[0.27]&R11[0.73]
4,R141b[0.50]&R11[0.50]
5,MD2M[0.24]&R11[0.76]
6,n-Octane[0.49]&Isohexane[0.51]
7,p-Xylene[0.50]&CycloHexane[0.50]
8,n-Butane[0.49]&Isopentane[0.51]
9,EthyleneOxide[0.49]&1-Butene[0.51]
10,R40[0.49]&Ethanol[0.51]
11,R245ca[0.50]&HeavyWater[0.50]
12,SulfurDioxide[0.48]&cis-2-Butene[0.52]
13,Water[0.47]&R142b[0.53]
14,Ethanol[0.50]&Methanol[0.50]
15,Isohexane[0.50]&HeavyWater[0.50]
16,R1233zd(E)[0.50]&Water[0.50]
17,Methanol[0.49]&DimethylCarbonate[0.51]
18,o-Xylene[0.50]&Ethanol[0.50]
19,Methanol[0.50]&R11[0.50]
20,cis-2-Butene[0.50]&Dichloroethane[0.50]
21,cis-2-Butene[0.50]&R245ca[0.50]
22,MethylLinoleate[0.50]&IsoButene[0.50]
23,trans-2-Butene[0.49]&Ethanol[0.51]
24,Water[0.50]&R114[0.50]
25,o-Xylene[0.48]&p-Xylene[0.52]
