order,mixture
1,Methanol
2,SulfurDioxide
3,R40
4,n-Octane
5,Isohexane
6,MethylLinoleate
7,MD4M
8,n-Dodecane
9,MethylPalmitate
10,MethylOleate
11,Novec649
12,n-Heptane
13,MDM
14,cis-2-Butene
15,MD3M
16,D6
17,MD2M
18,R142b
19,n-Decane
20,n-Nonane
21,DiethylEther
