order,mixture
1,Water
2,SulfurDioxide
3,HeavyWater
4,R142b
5,MethylLinoleate
6,MD4M
7,MDM
8,IsoButene
9,MethylLinolenate
10,R114
11,n-Dodecane
12,1-Butene
13,Neopentane
14,MM
15,D6
16,MD2M
17,n-Undecane
18,D5
19,n-Decane
