phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Benzene,pure,Benzene,,1.0,562.0196911219722,4906288.781088226,0.12438402470314022,4.002829380012844,0.2233607360919867,1.0
INIT,2,R21,pure,R21,,1.0,452.72016234362053,5288505.217724644,0.11928532082154138,25.115117917271395,2.5620818656105526,2.0
INIT,3,n-Octane,pure,n-Octane,,1.0,568.7399999458576,2483591.1977593484,0.11378398415730617,1.293754876030272,0.03643974755367328,3.0
INIT,4,HeavyWater,pure,HeavyWater,,1.0,643.8469999831403,21661830.99818297,0.13644371288344656,2.62084440145086,0.05137816434667457,4.0
INIT,5,Toluene,pure,Toluene,,1.0,591.7490789362913,4126346.9485955853,0.07381618776409016,1.1229470807689836,0.21347095443980665,5.0
OPT,1,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.11946528253631981,0.6722623056795042,0.020231168265481644,6.0
OPT,2,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,0.04510609700089581,0.05384955518397274,0.008901113356497604,7.0
OPT,3,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0,8.0
OPT,4,R245fa,pure,R245fa,,1.0,427.00998969559254,3650995.024128124,0.10778654859501018,25.331611142880924,2.132812594041532,9.0
OPT,5,Isopentane,pure,Isopentane,,1.0,460.3497947114459,3378217.2241799296,0.11202127267940101,14.377144985347215,1.2903415658465107,10.0
OPT,6,MD2M,pure,MD2M,,1.0,599.3992011721302,1144009.0031759262,0.09318275581790993,0.15549301678595379,0.0015367008799136847,11.0
OPT,7,n-Nonane,pure,n-Nonane,,1.0,594.5478132119172,2281911.0314392075,0.11125447899471536,0.5525730118087558,0.011708035934401334,12.0
OPT,8,Water,pure,Water,,1.0,647.0959999999873,22063999.999997754,0.13061861012386472,2.6418829442370044,0.07315331581060938,13.0
OPT,9,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0,14.0
OPT,10,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13634623541890983,9.47250583426677,0.28831412023557557,15.0
OPT,11,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.13389646621495924,6.520482155700246,0.141288290863547,16.0
OPT,12,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.12860182447345456,4.002657588818848,0.1867899229176314,17.0
OPT,13,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.1278395826744804,3.429665497755146,0.11999412031040887,18.0
OPT,14,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12701727746723343,8.086459388936518,0.46582191790306476,19.0
OPT,15,EthyleneOxide,pure,EthyleneOxide,,1.0,468.9200076903809,7304686.9983511865,0.12614687718769252,27.061838431596236,2.452159568687911,20.0
