order,mixture
1,Toluene
2,D4
3,R245ca
4,EthylBenzene
5,DimethylCarbonate
6,Ethanol
7,EthyleneOxide
8,MM
9,Isohexane
10,Water
11,Methanol
12,SulfurDioxide
13,R21
14,MethylOleate
15,MethylLinoleate
16,MethylPalmitate
