phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,R236EA[0.43]&R40[0.57],mixture,R236EA,R40,0.43,414.6402,4789237.898786541,0.10589172108909499,40.22316908802516,4.3812405363084,5.3
INIT,2,MethylLinolenate[0.49]&R141b[0.51],mixture,MethylLinolenate,R141b,0.49,635.035,1958328.68143371,-0.05,-1.0,-1.0,6.3
INIT,3,n-Butane[0.49]&MD2M[0.51],mixture,n-Butane,MD2M,0.49,514.00525,1607710.725258102,-0.05,-1.0,-1.0,7.3
INIT,4,R236EA[0.46]&R40[0.54],mixture,R236EA,R40,0.46,414.5244,4694872.724315294,0.10614929870666485,42.13005741006894,4.244835463817492,8.3
INIT,5,n-Butane[0.32]&R141b[0.68],mixture,n-Butane,R141b,0.32,460.74,4247048.6791240005,0.12014718212401111,18.56581527342496,1.5241592006201847,9.3
OPT,6,SulfurDioxide[0.49]&n-Decane[0.51],mixture,SulfurDioxide,n-Decane,0.49,526.0406,4027244.4620364597,-0.05,-1.0,-1.0,10.3
OPT,7,R245ca[0.48]&R1233zd(E)[0.52],mixture,R245ca,R1233zd(E),0.48,443.42560000000003,4047254.0976877855,0.11019040527295117,21.375187384138872,1.8757158682789625,11.3
OPT,8,R113[0.48]&Isopentane[0.52],mixture,R113,Isopentane,0.48,473.2428,3519458.2540220194,0.115404100685016,12.206680703501185,0.9521048735010011,12.3
OPT,9,R365MFC[0.49]&DimethylCarbonate[0.51],mixture,R365MFC,DimethylCarbonate,0.49,509.47,4079514.8159708735,0.11929974196918702,7.762992425361852,0.3426873565792725,13.3
OPT,10,Methanol[0.49]&Novec649[0.51],mixture,Methanol,Novec649,0.49,476.8793,4981960.731430169,0.11225126268861617,14.053924701631805,0.6000260232759673,14.3
OPT,11,R40[0.50]&n-Hexane[0.50],mixture,R40,n-Hexane,0.5,462.06,4296102.996901041,0.07942228644287046,15.53500598070358,3.0025936375744275,15.3
OPT,12,MethylLinolenate[0.49]&o-Xylene[0.51],mixture,MethylLinolenate,o-Xylene,0.49,712.94209,2023377.4817721022,-0.05,-1.0,-1.0,16.3
OPT,13,HeavyWater[0.50]&Novec649[0.50],mixture,HeavyWater,Novec649,0.5,542.8285,9721560.155981867,-0.05,-1.0,-1.0,17.3
OPT,14,D5[0.47]&MethylOleate[0.53],mixture,D5,MethylOleate,0.47000000000000003,705.0609999999999,1288704.2632361702,-0.05,-1.0,-1.0,18.3
OPT,15,Neopentane[0.49]&Novec649[0.51],mixture,Neopentane,Novec649,0.49,437.8557,2337466.926694733,0.09228256833841735,13.425913883436788,1.0667310949900026,19.3
OPT,16,SulfurDioxide[0.50]&Cyclopentane[0.50],mixture,SulfurDioxide,Cyclopentane,0.5,471.18,8299314.652541685,0.0608495491230988,22.71598853758085,7.647815845049727,20.3
