order,mixture
1,Novec649[0.48]&Ethanol[0.52]
2,trans-2-Butene[0.50]&MDM[0.50]
3,Acetone[0.50]&MD4M[0.50]
4,R123[0.50]&n-Decane[0.50]
5,DiethylEther[0.50]&Dichloroethane[0.50]
1,Dichloroethane[0.23]&trans-2-Butene[0.77]
2,trans-2-Butene[0.30]&Dichloroethane[0.70]
3,DiethylEther[0.45]&trans-2-Butene[0.55]
4,DiethylEther[0.13]&Dichloroethane[0.87]
5,DiethylEther[0.42]&trans-2-Butene[0.58]
6,DiethylEther[0.35]&trans-2-Butene[0.65]
7,Ethanol[0.50]&DiethylEther[0.50]
8,Ethanol[0.50]&Dichloroethane[0.50]
9,trans-2-Butene[0.32]&Dichloroethane[0.68]
10,trans-2-Butene[0.32]&DiethylEther[0.68]
11,trans-2-Butene[0.27]&Dichloroethane[0.73]
12,trans-2-Butene[0.28]&Dichloroethane[0.72]
13,trans-2-Butene[0.10]&DiethylEther[0.90]
14,trans-2-Butene[0.24]&Dichloroethane[0.76]
15,trans-2-Butene[0.11]&DiethylEther[0.89]
16,trans-2-Butene[0.05]&Novec649[0.95]
17,trans-2-Butene[0.05]&Water[0.95]
18,trans-2-Butene[0.05]&HeavyWater[0.95]
19,trans-2-Butene[0.12]&DiethylEther[0.88]
20,Dichloroethane[0.11]&DiethylEther[0.89]
