order,mixture
1,Novec649
2,Acetone
3,DiethylEther
4,R245fa
5,m-Xylene
6,Dichloroethane
7,EthyleneOxide
8,HeavyWater
9,MethylLinoleate
10,Water
11,Methanol
12,MethylOleate
13,MethylPalmitate
14,MD4M
15,D6
16,MethylLinolenate
17,MD3M
18,Toluene
