phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,m-Xylene[0.49]&Isopentane[0.51],mixture,m-Xylene,Isopentane,0.49,537.0545999999999,3504701.8383010253,0.050285894660638035,2.5517162996070786,0.7648957486017031,1.0
INIT,2,R245ca[0.49]&MethylPalmitate[0.51],mixture,R245ca,MethylPalmitate,0.49,604.3593,2065264.451919195,-0.05,-1.0,-1.0,2.0
INIT,3,DimethylCarbonate[0.49]&MethylLinolenate[0.51],mixture,DimethylCarbonate,MethylLinolenate,0.49,680.4200000000001,2780360.9080700013,-0.05,-1.0,-1.0,3.0
INIT,4,R114[0.50]&MD2M[0.50],mixture,R114,MD2M,0.5,509.115,1559774.0375087606,-0.05,-1.0,-1.0,4.0
INIT,5,o-Xylene[0.48]&Neopentane[0.52],mixture,o-Xylene,Neopentane,0.48,528.06912,3389352.0818960452,0.02841680191718361,2.2058719225527423,1.1202705889709066,5.0
OPT,1,Isopentane[0.49]&m-Xylene[0.51],mixture,Isopentane,m-Xylene,0.49,540.1854000000001,3507618.098029009,0.058954135454535275,2.54444816514771,0.5877807368725012,6.0
OPT,2,m-Xylene[0.30]&Isopentane[0.70],mixture,m-Xylene,Isopentane,0.3,507.312,3468775.316107528,0.07681894102004722,4.3166288784026845,0.7075867946321746,7.0
OPT,3,m-Xylene[0.40]&Isopentane[0.60],mixture,m-Xylene,Isopentane,0.4,522.966,3489582.448400902,0.06826815113291335,3.2959574317435645,0.6305394720169244,8.0
OPT,4,m-Xylene[0.41]&Isopentane[0.59],mixture,m-Xylene,Isopentane,0.41000000000000003,524.5314,3491427.1728143296,0.03668670140638677,3.0143522585257396,1.3469770241467316,9.0
OPT,5,Isopentane[0.47]&m-Xylene[0.53],mixture,Isopentane,m-Xylene,0.47000000000000003,543.3162,3510377.487243454,0.04855494545259627,2.165490783105719,0.6627267763031561,10.0
OPT,6,Isopentane[0.37]&m-Xylene[0.63],mixture,Isopentane,m-Xylene,0.37,558.9702,3521890.469744674,0.05710829805536216,2.1133986063775745,0.47916427297773373,11.0
OPT,7,Isopentane[0.04]&m-Xylene[0.96],mixture,Isopentane,m-Xylene,0.04,610.6283999999999,3535294.592053714,0.07511501265540473,1.3601819607434653,0.1721535157760704,12.0
OPT,8,Isopentane[0.02]&Neopentane[0.98],mixture,Isopentane,Neopentane,0.02,434.2722,3198838.6391928876,0.10432036196163746,20.8654232618186,2.29767070695451,13.0
OPT,9,Neopentane[0.28]&Isopentane[0.72],mixture,Neopentane,Isopentane,0.28,452.8992,3310002.697846219,0.10544402966403581,14.26059758419097,1.552743146856168,14.0
OPT,10,Isopentane[0.25]&Neopentane[0.75],mixture,Isopentane,Neopentane,0.25,440.39250000000004,3229368.8087660624,0.10698131264552055,19.1348699887324,1.9466216393238847,15.0
OPT,11,Neopentane[0.40]&Isopentane[0.60],mixture,Neopentane,Isopentane,0.4,449.706,3286082.348809592,0.10978011170663945,16.8268388018075,1.579474725920123,16.0
OPT,12,Neopentane[0.42]&Isopentane[0.58],mixture,Neopentane,Isopentane,0.42,449.17379999999997,3282356.2308167466,0.08072515749222833,16.88408205969981,3.5729556513348815,17.0
OPT,13,Neopentane[0.38]&Isopentane[0.62],mixture,Neopentane,Isopentane,0.38,450.2382,3289879.579341314,0.10982333533295374,16.609412975297445,1.559294395194778,18.0
OPT,14,Neopentane[0.44]&Isopentane[0.56],mixture,Neopentane,Isopentane,0.44,448.64160000000004,3278699.22316475,0.10958193471695453,17.032146613607555,1.6073703736880856,19.0
OPT,15,Neopentane[0.05]&Water[0.95],mixture,Neopentane,Water,0.05,636.4282,24660412.797014304,-0.05,-1.0,-1.0,20.0
