phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,R113[0.48]&SulfurDioxide[0.52],mixture,R113,SulfurDioxide,0.48,457.79359999999997,6349848.584341384,0.10768459096823647,29.059625700438183,3.2705620953328327
INIT,2,MD2M[0.49]&MM[0.51],mixture,MD2M,MM,0.49,558.2429999999999,1437747.5865682478,0.03512028344479177,0.35796868432535695,0.09794443124364847
INIT,3,n-Undecane[0.50]&MD3M[0.50],mixture,n-Undecane,MD3M,0.5,633.88,1282937.9997054203,0.0851733010457476,0.07713878150368893,0.0012082842834961079
INIT,4,n-Decane[0.33]&n-Undecane[0.67],mixture,n-Decane,n-Undecane,0.33,631.837,2107558.289080312,0.10309338149636169,0.20031350127993144,0.0033280934225895244
INIT,5,DimethylCarbonate[0.27]&SulfurDioxide[0.73],mixture,DimethylCarbonate,SulfurDioxide,0.27,464.7572,7707204.454380256,0.044486423471542115,10.772581854710134,5.0519370322369985
OPT,6,MethylLinolenate[0.49]&Benzene[0.51],mixture,MethylLinolenate,Benzene,0.49,678.1402,2056481.6139504851,-0.05,-1.0,-1.0
OPT,7,SulfurDioxide[0.50]&R245fa[0.50],mixture,SulfurDioxide,R245fa,0.5,428.825,5565468.267133602,0.0998966726930958,28.196693088597883,3.7930655998566016
OPT,8,MethylPalmitate[0.50]&Toluene[0.50],mixture,MethylPalmitate,Toluene,0.5,673.375,2134314.9776688404,-0.05,-1.0,-1.0
OPT,9,Methanol[0.50]&R142b[0.50],mixture,Methanol,R142b,0.5,461.81987268757865,5429792.515145484,-0.05,-1.0,-1.0
OPT,10,R40[0.49]&DimethylCarbonate[0.51],mixture,R40,DimethylCarbonate,0.49,488.057,5567237.574340613,0.0352353753770928,10.046296513727798,5.2058795053573785
OPT,11,n-Dodecane[0.50]&n-Heptane[0.50],mixture,n-Dodecane,n-Heptane,0.5,623.27954140625,2768695.2629343923,0.05307323073626105,0.2671136551905779,0.03663621768155243
OPT,12,Water[0.49]&MD3M[0.51],mixture,Water,MD3M,0.49,637.3570530833146,1795890.071788423,-0.05,-1.0,-1.0
OPT,13,R40[0.49]&R21[0.51],mixture,R40,R21,0.49,434.2418,5981070.411958887,0.09619891954757513,20.917000057968217,4.005465400026776
OPT,14,MethylOleate[0.47]&Cyclopentane[0.53],mixture,MethylOleate,Cyclopentane,0.47000000000000003,638.7516,1862977.6946700332,-0.05,-1.0,-1.0
OPT,15,MethylLinolenate[0.49]&Methanol[0.51],mixture,MethylLinolenate,Methanol,0.49,653.3338,1657700.536644546,-0.05,-1.0,-1.0
OPT,16,1-Butene[0.47]&MethylLinolenate[0.53],mixture,1-Butene,MethylLinolenate,0.47000000000000003,620.5363,1748890.799365913,-0.05,-1.0,-1.0
OPT,17,MethylLinolenate[0.50]&cis-2-Butene[0.50],mixture,MethylLinolenate,cis-2-Butene,0.5,617.375,1795194.2638453885,-0.05,-1.0,-1.0
OPT,18,n-Dodecane[0.49]&n-Undecane[0.51],mixture,n-Dodecane,n-Undecane,0.49,648.257,1976158.382131345,-0.05,-1.0,-1.0
OPT,19,Neopentane[0.49]&SulfurDioxide[0.51],mixture,Neopentane,SulfurDioxide,0.49,432.159,6749996.851380393,0.08820629240070978,36.286261593822765,6.508547861542572
OPT,20,Water[0.50]&MD3M[0.50],mixture,Water,MD3M,0.5,637.5480128267787,1828830.7349357097,-0.05,-1.0,-1.0
OPT,21,R245ca[0.50]&n-Butane[0.50],mixture,R245ca,n-Butane,0.5,436.34749999999997,4523817.000441102,0.10937392516189287,28.12109030249475,2.501322220395693
OPT,22,n-Butane[0.50]&Methanol[0.50],mixture,n-Butane,Methanol,0.5,425.93476734375,5019778.774573981,0.095439722723437,29.170614989685056,3.6635288384795603
OPT,23,R141b[0.50]&IsoButene[0.50],mixture,R141b,IsoButene,0.5,447.79499999999996,4299530.705489105,0.11504459073485898,21.3898293032744,2.063829630140985
OPT,24,R141b[0.49]&R1234ze(Z)[0.51],mixture,R141b,R1234ze(Z),0.49,449.8427,4182281.7069435916,0.11898823233764254,21.31743920113323,1.726643860975503
OPT,25,cis-2-Butene[0.49]&IsoButene[0.51],mixture,cis-2-Butene,IsoButene,0.49,426.74339999999995,4162132.6157209305,0.08683397226717203,17.81115712327877,3.9032771777818858
