order,mixture
1,IsoButene
2,DimethylCarbonate
3,n-Undecane
4,Dichloroethane
5,R40
6,n-Octane
7,Ethanol
8,HeavyWater
9,Acetone
10,MethylLinoleate
11,MethylOleate
12,MethylLinolenate
13,MethylPalmitate
14,n-Hexane
15,R11
16,Toluene
17,Novec649
18,Cyclopentane
19,R21
20,o-Xylene
21,CycloHexane
22,SulfurDioxide
23,MDM
24,MD4M
25,EthylBenzene
