phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,IsoButene,pure,IsoButene,,1.0,418.08980215358235,4015706.5347842663,0.1045541088312604,33.4651884955295,4.093642244632961
INIT,2,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.12774940263861786,3.4804462593324432,0.12271018787190106
INIT,3,n-Undecane,pure,n-Undecane,,1.0,638.8000144673849,1990452.1527680526,0.08753858480888596,0.14411455669408907,0.005548380967860513
INIT,4,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.13065664787862669,3.941784933250343,0.17010471343352304
INIT,5,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.1060311941618643,49.420126331927996,7.66245959964573
OPT,6,n-Octane,pure,n-Octane,,1.0,568.7399999458576,2483591.1977593484,0.11413208714561114,1.2306816350018475,0.03389631819147211
OPT,7,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.13224830397450346,6.080814687625065,0.13859138026828052
OPT,8,HeavyWater,pure,HeavyWater,,1.0,643.8469999831403,21661830.99818297,0.11601273301359794,2.550632013345609,0.11045315067767085
OPT,9,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12704952472756528,8.404190221158693,0.48738875037995616
OPT,10,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0
OPT,11,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,12,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,13,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0
OPT,14,n-Hexane,pure,n-Hexane,,1.0,507.8199998837351,3044115.3230223763,0.11530522540936933,5.538324604915758,0.3105765453445055
OPT,15,R11,pure,R11,,1.0,471.1099999985589,4407637.999963813,0.12119442684926482,16.140346614091126,1.5222064549405305
OPT,16,Toluene,pure,Toluene,,1.0,591.7490789362913,4126346.9485955853,-0.05,-1.0,-1.0
OPT,17,Novec649,pure,Novec649,,1.0,441.81001489490177,1869027.1118194864,0.08744532449328384,9.309106830315438,0.6152054952717729
OPT,18,Cyclopentane,pure,Cyclopentane,,1.0,511.7200672568634,4582765.586028514,0.12206278554175418,8.42612487312943,0.6549026274318183
OPT,19,R21,pure,R21,,1.0,452.72016234362053,5288505.217724644,0.12022180475569094,25.71904843150604,2.5538788376084263
OPT,20,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.12155062517354046,0.7693333918926358,0.021154032818097003
OPT,21,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.12341659556797863,3.99263695485014,0.20750433423711356
OPT,22,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11752773679288679,53.863308133573206,5.49108728001761
OPT,23,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.09901352211512583,0.5517301501616049,0.009452768504582982
OPT,24,MD4M,pure,MD4M,,1.0,653.199999427594,828558.7151384281,-0.05,-1.0,-1.0
OPT,25,EthylBenzene,pure,EthylBenzene,,1.0,617.1199997949194,3622442.1281439885,0.12136745595862085,0.7990125524991352,0.02302008212092264
