phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Benzene[0.50]&IsoButene[0.50],mixture,Benzene,IsoButene,0.5,503.57221059375,5536579.870572952,0.06057488511642319,11.103574903292493,3.519544187506975,1.0
INIT,2,R21[0.50]&EthylBenzene[0.50],mixture,R21,EthylBenzene,0.5,534.3,4390764.509209684,0.039006147505008235,2.7330644216616906,1.1518428590232817,2.0
INIT,3,n-Octane[0.50]&MM[0.50],mixture,n-Octane,MM,0.5,543.72,2222480.3152123904,0.11180145300097379,1.9107465966924702,0.04918285753512041,3.0
INIT,4,HeavyWater[0.50]&trans-2-Butene[0.50],mixture,HeavyWater,trans-2-Butene,0.5,536.2284999999999,17760359.30598028,-0.05,-1.0,-1.0,4.0
INIT,5,Toluene[0.50]&R245ca[0.50],mixture,Toluene,R245ca,0.5,519.66,4436724.487431066,0.08836106675755682,5.329936077317797,0.6059310886127788,5.0
OPT,1,MM[0.43]&R245ca[0.57],mixture,MM,R245ca,0.43,478.1559,3153749.4361882163,0.08859925601717449,8.203879442799904,0.7071857059558325,6.0
OPT,2,Toluene[0.50]&n-Octane[0.50],mixture,Toluene,n-Octane,0.5,599.1092079609375,3793433.8706260193,0.12044253906670793,1.5244353231706658,0.04826938479808528,7.0
OPT,3,Toluene[0.47]&n-Octane[0.53],mixture,Toluene,n-Octane,0.47000000000000003,598.2364784791297,3733169.5926901703,0.12061753118527331,1.5625811837387493,0.048085837597203626,8.0
OPT,4,Toluene[0.46]&n-Octane[0.54],mixture,Toluene,n-Octane,0.46,597.9204430005551,3712552.295915641,0.12051524535460098,1.5006762365264212,0.04566337917047273,9.0
OPT,5,Toluene[0.44]&n-Octane[0.56],mixture,Toluene,n-Octane,0.44,597.2510218181433,3670551.903967309,0.10258480448193405,0.9698967828647496,0.056640173214801116,10.0
OPT,6,Toluene[0.20]&n-Octane[0.80],mixture,Toluene,n-Octane,0.2,585.3335956372991,3093397.4937430774,0.11393310469218752,1.4622980315149585,0.047568802481913634,11.0
OPT,7,Toluene[0.46]&MM[0.54],mixture,Toluene,MM,0.46,545.0775547872149,2630435.10683084,0.11462369353980395,2.3212268245874434,0.08335184274420421,12.0
OPT,8,Toluene[0.50]&MM[0.50],mixture,Toluene,MM,0.5,547.963218484375,2710762.2561488124,0.10758467916716888,2.3099417261302833,0.11666808644094359,13.0
OPT,9,n-Octane[0.18]&MM[0.82],mixture,n-Octane,MM,0.18,527.7072000000001,2039644.7675635566,0.10714620711231163,2.2940854835512257,0.07107026444687391,14.0
OPT,10,Toluene[0.11]&D6[0.89],mixture,Toluene,D6,0.11,639.8367,1032718.7229299493,0.032039299631607954,0.05594792385948057,0.007974672751107342,15.0
OPT,11,Toluene[0.11]&R236EA[0.89],mixture,Toluene,R236EA,0.11,432.16409999999996,3650921.387044977,0.09855444348850047,19.917290381621793,2.0238308597333132,16.0
OPT,12,Toluene[0.32]&MM[0.68],mixture,Toluene,MM,0.32,535.7049324985928,2376475.3025623593,0.09989897422819596,1.6048731972940644,0.09277925512503145,17.0
OPT,13,Toluene[0.47]&MM[0.53],mixture,Toluene,MM,0.47000000000000003,545.7904057744406,2650174.9796301615,0.11540414317758801,2.350011753596656,0.08248214052486538,18.0
OPT,14,Toluene[0.22]&MM[0.78],mixture,Toluene,MM,0.22,529.7259656133964,2218870.0608155113,0.10718935668179883,2.3339714229789155,0.09124210304449791,19.0
OPT,15,Toluene[0.20]&MM[0.80],mixture,Toluene,MM,0.2,528.6043258525697,2189573.1542222095,0.10685926549608597,2.3316828402669745,0.09061869220264399,20.0
