order,mixture
1,Methanol[0.50]&DimethylCarbonate[0.50]
2,CycloHexane[0.37]&R365MFC[0.63]
3,R1234ze(Z)[0.28]&MD2M[0.72]
4,MD2M[0.33]&R1234ze(Z)[0.67]
5,R365MFC[0.32]&DimethylCarbonate[0.68]
6,Methanol[0.50]&o-Xylene[0.50]
7,R245fa[0.48]&EthyleneOxide[0.52]
8,SulfurDioxide[0.49]&Methanol[0.51]
9,SulfurDioxide[0.50]&IsoButene[0.50]
10,Dichloroethane[0.50]&SulfurDioxide[0.50]
11,HeavyWater[0.48]&n-Butane[0.52]
12,1-Butene[0.49]&Benzene[0.51]
13,Isopentane[0.49]&Ethanol[0.51]
14,Water[0.50]&cis-2-Butene[0.50]
15,IsoButene[0.49]&HeavyWater[0.51]
16,o-Xylene[0.50]&MethylLinoleate[0.50]
17,MethylLinoleate[0.49]&DimethylCarbonate[0.51]
18,MethylLinolenate[0.49]&D6[0.51]
19,DimethylCarbonate[0.50]&MethylLinolenate[0.50]
20,o-Xylene[0.49]&HeavyWater[0.51]
21,MethylLinolenate[0.49]&MD4M[0.51]
22,Water[0.50]&MethylOleate[0.50]
23,Novec649[0.49]&R1233zd(E)[0.51]
24,MethylLinolenate[0.49]&MethylLinoleate[0.51]
25,MD2M[0.50]&R114[0.50]
