phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,IsoButene,pure,IsoButene,,1.0,418.08980215358235,4015706.5347842663,0.10451734591784848,33.215366787810765,4.086847968947598,1.0
INIT,2,R113,pure,R113,,1.0,487.2100000166609,3392266.3311416013,0.11344943147636755,8.407758407273697,0.6874517041860981,2.0
INIT,3,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.12839691733086697,3.5079043982612226,0.12081312641480202,3.0
INIT,4,MD2M,pure,MD2M,,1.0,599.3992011721302,1144009.0031759262,0.07824821212367714,0.17792441112077673,0.005513878989715444,4.0
INIT,5,n-Undecane,pure,n-Undecane,,1.0,638.8000144673849,1990452.1527680526,0.06548864157565916,0.160157627375294,0.018547899123751283,5.0
OPT,1,n-Heptane,pure,n-Heptane,,1.0,541.2259150893126,2773824.280294774,0.11572690171408273,2.601892367288119,0.09908901006352117,6.0
OPT,2,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0,7.0
OPT,3,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0,8.0
OPT,4,R365MFC,pure,R365MFC,,1.0,460.0031716751766,3266391.896123609,0.11078500443670088,12.537651913663654,0.8390326337088977,9.0
OPT,5,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.10034412430035562,0.6175478481743965,0.009685510972441799,10.0
OPT,6,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.10818266522414605,55.24502346418188,7.707890882341939,11.0
OPT,7,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.1252220896607952,0.824615393552208,0.020373384549633673,12.0
OPT,8,Water,pure,Water,,1.0,647.0959999999873,22063999.999997754,-0.05,-1.0,-1.0,13.0
OPT,9,HeavyWater,pure,HeavyWater,,1.0,643.8469999831403,21661830.99818297,0.09243782561409554,2.30021379964298,0.21910325453791343,14.0
OPT,10,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13698014486093182,9.470855950217167,0.2816038812311719,15.0
OPT,11,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.1316004311246238,6.327004380102539,0.14961276074576957,16.0
OPT,12,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.1309613287049554,3.974360422529607,0.1700539079313395,17.0
OPT,13,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12832044620072425,8.399331960091338,0.4667662277306907,18.0
OPT,14,n-Dodecane,pure,n-Dodecane,,1.0,658.1000268582027,1817569.5498990365,-0.05,-1.0,-1.0,19.0
OPT,15,Benzene,pure,Benzene,,1.0,562.0196911219722,4906288.781088226,0.12868742928250024,4.1862704961677695,0.2036204225960927,20.0
