order,mixture
1,m-Xylene
2,D6
3,Benzene
4,D5
5,R21
1,Toluene
2,MethylLinoleate
3,R245ca
4,MDM
5,n-Nonane
6,R113
7,Isopentane
8,MD2M
9,R1234ze(Z)
10,Water
11,HeavyWater
12,Methanol
13,n-Butane
14,Ethanol
15,Dichloroethane
