order,mixture
1,MethylLinolenate
2,R114
3,Acetone
4,MethylOleate
5,R245fa
6,n-Pentane
7,R21
8,SulfurDioxide
9,MD2M
10,DimethylCarbonate
11,R40
12,Methanol
13,MethylLinoleate
14,EthylBenzene
15,MethylPalmitate
16,Novec649
17,n-Dodecane
18,CycloHexane
19,n-Undecane
20,MD4M
21,n-Octane
22,cis-2-Butene
23,R142b
24,MM
25,Isohexane
