order,mixture
1,R113[0.48]&SulfurDioxide[0.52]
2,DimethylCarbonate[0.50]&n-Decane[0.50]
3,R113[0.32]&SulfurDioxide[0.68]
4,SulfurDioxide[0.50]&R11[0.50]
5,R142b[0.48]&HeavyWater[0.52]
6,Ethanol[0.50]&EthyleneOxide[0.50]
7,n-Butane[0.47]&HeavyWater[0.53]
8,Water[0.48]&MethylPalmitate[0.52]
9,SulfurDioxide[0.49]&Neopentane[0.51]
10,R245ca[0.48]&DimethylCarbonate[0.52]
11,n-Pentane[0.50]&R1234ze(Z)[0.50]
12,m-Xylene[0.50]&n-Dodecane[0.50]
13,SulfurDioxide[0.50]&EthyleneOxide[0.50]
14,MDM[0.49]&MethylLinolenate[0.51]
15,MethylLinoleate[0.49]&CycloHexane[0.51]
16,MethylLinolenate[0.50]&Neopentane[0.50]
17,DimethylCarbonate[0.50]&MethylLinolenate[0.50]
18,R245fa[0.50]&EthyleneOxide[0.50]
19,Novec649[0.50]&R365MFC[0.50]
20,n-Octane[0.49]&MethylLinoleate[0.51]
21,DimethylCarbonate[0.49]&MethylPalmitate[0.51]
22,IsoButene[0.49]&MD4M[0.51]
23,EthylBenzene[0.49]&p-Xylene[0.51]
