phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,m-Xylene[0.49]&DiethylEther[0.51],mixture,m-Xylene,DiethylEther,0.49,540.2931,3742355.6203920636,0.06484213168319848,2.5617365928267826,0.5048819037280761
INIT,2,Benzene[0.50]&n-Butane[0.50],mixture,Benzene,n-Butane,0.5,504.0504258359375,5205567.16568615,0.0950270618113988,10.738730447297804,1.4182752328937132
INIT,3,D5[0.50]&MD2M[0.50],mixture,D5,MD2M,0.5,608.8499999999999,1148049.8589070677,0.0832253431925379,0.05463138057291186,0.0008247000324379712
INIT,4,n-Butane[0.38]&R21[0.62],mixture,n-Butane,R21,0.38,441.4651,4924247.552753037,0.09585412527871143,18.427953726211282,3.3197183494127795
INIT,5,Benzene[0.38]&R21[0.62],mixture,Benzene,R21,0.38,493.48519999999996,5311085.9772214,0.1149546685030114,13.255208452151019,1.2559604640622761
INIT,6,R113[0.46]&D5[0.54],mixture,R113,D5,0.46,557.9986,1527111.362794775,-0.05,-1.0,-1.0
INIT,7,D5[0.31]&DiethylEther[0.69],mixture,D5,DiethylEther,0.31,513.6959999999999,1919965.0846717616,-0.05,-1.0,-1.0
INIT,8,R21[0.46]&Benzene[0.54],mixture,R21,Benzene,0.46,511.1716,5267562.093233222,0.09822783341203528,8.523966961552869,1.1144094996603815
OPT,9,Ethanol[0.49]&p-Xylene[0.51],mixture,Ethanol,p-Xylene,0.49,564.5192001252632,5941262.336540633,0.10700196911257269,2.410634070628261,0.14116408613295642
OPT,10,DimethylCarbonate[0.50]&R40[0.50],mixture,DimethylCarbonate,R40,0.5,486.65,5583537.9066045405,0.05532220430380383,10.214184446639724,3.433032215954504
OPT,11,R21[0.49]&R141b[0.51],mixture,R21,R141b,0.49,464.7502,4686086.921099983,0.12404073034124312,19.38499340739463,1.587851238491913
OPT,12,MethylOleate[0.48]&HeavyWater[0.52],mixture,MethylOleate,HeavyWater,0.48,710.16044,5592595.500969916,-0.05,-1.0,-1.0
OPT,13,EthyleneOxide[0.49]&R40[0.51],mixture,EthyleneOxide,R40,0.49,442.0838,7618587.284892996,0.1252935576212046,46.138408832086064,4.347246805463858
OPT,14,o-Xylene[0.50]&HeavyWater[0.50],mixture,o-Xylene,HeavyWater,0.5,637.053,14558346.804775827,0.07675871057473796,2.2964904710985117,0.42253816240577385
OPT,15,MethylOleate[0.50]&MethylLinolenate[0.50],mixture,MethylOleate,MethylLinolenate,0.5,790.646858825,1296272.8351700325,-0.05,-1.0,-1.0
OPT,16,R142b[0.49]&SulfurDioxide[0.51],mixture,R142b,SulfurDioxide,0.49,420.6538,5346430.649076221,0.11091113675922716,43.31498945134028,4.654543609047195
OPT,17,SulfurDioxide[0.49]&1-Butene[0.51],mixture,SulfurDioxide,1-Butene,0.49,424.8515,8579903.233158307,0.088692659165137,39.05462455075798,7.9123925237571795
OPT,18,MethylLinoleate[0.49]&MD4M[0.51],mixture,MethylLinoleate,MD4M,0.49,711.412,1308950.4438091316,-0.05,-1.0,-1.0
OPT,19,R142b[0.49]&R114[0.51],mixture,R142b,R114,0.49,414.6307,3802883.526140941,0.09566719926928172,25.105858516154296,3.792048533768249
OPT,20,Novec649[0.49]&R114[0.51],mixture,Novec649,R114,0.49,430.0902,2464649.6832018644,0.09171534730111924,16.805705942299273,1.3118202300650477
OPT,21,MethylLinolenate[0.50]&Water[0.50],mixture,MethylLinolenate,Water,0.5,723.048,5319676.004112466,-0.05,-1.0,-1.0
OPT,22,MD4M[0.49]&MethylOleate[0.51],mixture,MD4M,MethylOleate,0.49,718.888,1126439.783059119,-0.05,-1.0,-1.0
OPT,23,MethylLinoleate[0.49]&MethylLinolenate[0.51],mixture,MethylLinoleate,MethylLinolenate,0.49,786.2029443770253,1364419.5915291277,-0.05,-1.0,-1.0
