order,mixture
1,R40
2,MethylOleate
3,Methanol
4,n-Undecane
5,R123
6,DimethylCarbonate
7,SulfurDioxide
8,EthyleneOxide
9,Ethanol
10,Dichloroethane
11,R21
12,Acetone
13,Benzene
14,Cyclopentane
15,R11
16,CycloHexane
