phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Water,pure,Water,,1.0,647.0959999999873,22063999.999997754,0.13575054031930409,2.6593507224704562,0.06036309188216894,3.3
INIT,2,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.1156353970015863,49.73848632952551,5.463108258429385,4.3
INIT,3,HeavyWater,pure,HeavyWater,,1.0,643.8469999831403,21661830.99818297,0.13123213245440465,2.9889691498209965,0.07604942590814662,5.3
INIT,4,n-Butane,pure,n-Butane,,1.0,425.125000000008,3796000.0174158094,0.09992218845504555,22.62499612375621,3.3681580897481314,6.3
INIT,5,R245fa,pure,R245fa,,1.0,427.00998969559254,3650995.024128124,0.10819297961737123,25.817391203476376,2.1325358188817103,7.3
OPT,6,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0,8.3
OPT,7,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0,9.3
OPT,8,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0,10.3
OPT,9,MD4M,pure,MD4M,,1.0,653.199999427594,828558.7151384281,-0.05,-1.0,-1.0,11.3
OPT,10,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0,12.3
OPT,11,D6,pure,D6,,1.0,645.7582612427082,961415.9797965303,-0.05,-1.0,-1.0,13.3
OPT,12,n-Dodecane,pure,n-Dodecane,,1.0,658.1000268582027,1817569.5498990365,-0.05,-1.0,-1.0,14.3
OPT,13,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.11715953851330185,0.7807132897389095,0.02597888640146065,15.3
OPT,14,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,0.008846221687222435,0.03608505588241649,0.02782880667929179,16.3
OPT,15,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.12842394776444918,5.864142115334988,0.1548876317226499,17.3
OPT,16,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.12744743167743083,3.987456771847492,0.19363603659848141,18.3
OPT,17,R21,pure,R21,,1.0,452.72016234362053,5288505.217724644,0.11957749834288725,25.418031683799878,2.5708243267248827,19.3
OPT,18,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.10576890561192559,57.751012320587236,8.268809267321336,20.3
