phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,R114,pure,R114,,1.0,420.6077250633603,3352482.0281048496,0.09917980792247369,26.349984375534586,3.182570054649829,4.0
INIT,2,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.1260744862615108,0.7529644774032488,0.01688594225858945,5.0
INIT,3,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11776335270326113,53.80838460582268,5.452997345947193,6.0
INIT,4,Novec649,pure,Novec649,,1.0,441.81001489490177,1869027.1118194864,0.0873094935391274,9.326407260365725,0.620201061767952,7.0
INIT,5,IsoButene,pure,IsoButene,,1.0,418.08980215358235,4015706.5347842663,0.10463297167713453,33.47309042364401,4.085653873778825,8.0
OPT,6,EthylBenzene,pure,EthylBenzene,,1.0,617.1199997949194,3622442.1281439885,0.12130810864733736,0.938050236864355,0.028134761736665292,9.0
OPT,7,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.0927966049457358,0.9005880576013112,0.08102148229960265,10.0
OPT,8,p-Xylene,pure,p-Xylene,,1.0,616.1680019419451,3531521.052252691,0.10067747396303074,0.47171384694888396,0.028234757365921136,11.0
OPT,9,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.12824866169977794,4.0093380760484925,0.1895573334960878,12.0
OPT,10,Benzene,pure,Benzene,,1.0,562.0196911219722,4906288.781088226,0.12740203781086204,3.9879839935921355,0.20025875365697315,13.0
OPT,11,n-Decane,pure,n-Decane,,1.0,617.6988452458754,2101336.691813891,0.1097630869621179,0.30900439073402036,0.004891644543472425,14.0
OPT,12,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.12649265365372958,3.4264591125136628,0.12638459650378392,15.0
OPT,13,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.11944572697514365,3.6391686048666814,0.21403929632043703,16.0
OPT,14,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.1340759627417425,6.5452059625616705,0.14090389626009972,17.0
OPT,15,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,-0.05,-1.0,-1.0,18.0
OPT,16,D5,pure,D5,,1.0,618.2999915047726,1077687.644266743,0.08562289977483202,0.08559799506245162,0.0009369757879275207,19.0
OPT,17,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0,20.0
