order,mixture
1,R114
2,o-Xylene
3,SulfurDioxide
4,Novec649
5,IsoButene
6,EthylBenzene
7,m-Xylene
8,p-Xylene
9,Dichloroethane
10,Benzene
11,n-Decane
12,DimethylCarbonate
13,CycloHexane
14,Ethanol
15,MD3M
16,D5
17,MethylOleate
