phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Cyclopentane[0.47]&MD4M[0.53],mixture,Cyclopentane,MD4M,0.47000000000000003,586.7044000000001,1252226.7209527644,-0.05,-1.0,-1.0,5.4
INIT,2,R1234ze(Z)[0.42]&CycloHexane[0.58],mixture,R1234ze(Z),CycloHexane,0.42,498.86139999999995,4265964.704851528,0.09739292805584886,9.238491819017467,1.0079507946822324,6.4
INIT,3,R1234ze(Z)[0.50]&MDM[0.50],mixture,R1234ze(Z),MDM,0.5,494.31545,2216802.872921438,0.01712712706487195,1.9809307797072688,1.1750355672520352,7.4
INIT,4,DimethylCarbonate[0.31]&R1234ze(Z)[0.69],mixture,DimethylCarbonate,R1234ze(Z),0.31,464.7262999999999,4002982.9137884984,0.09271139000050596,14.082510774841966,1.910345868174529,8.4
INIT,5,DimethylCarbonate[0.19]&MD4M[0.81],mixture,DimethylCarbonate,MD4M,0.19,634.9220000000001,951034.3536163885,-0.05,-1.0,-1.0,9.4
OPT,6,R40[0.50]&DimethylCarbonate[0.50],mixture,R40,DimethylCarbonate,0.5,486.65,5583537.906604545,0.049417159514441894,9.128696067775982,3.483584499086523,10.4
OPT,7,SulfurDioxide[0.48]&EthylBenzene[0.52],mixture,SulfurDioxide,EthylBenzene,0.48,527.6096,4322468.55879754,-0.05,-1.0,-1.0,11.4
OPT,8,R236EA[0.49]&R11[0.51],mixture,R236EA,R11,0.49,442.36170000000004,4423393.1521674115,0.0854115584353783,11.513029809281056,2.254678404537164,12.4
OPT,9,DimethylCarbonate[0.50]&R365MFC[0.50],mixture,DimethylCarbonate,R365MFC,0.5,508.5,4063139.224073775,0.10886207321724348,6.222878243275563,0.39415948478814744,13.4
OPT,10,EthylBenzene[0.50]&R365MFC[0.50],mixture,EthylBenzene,R365MFC,0.5,538.56,3721689.6621311517,0.04695430812029169,2.6616858300858324,0.8605085014876679,14.4
OPT,11,n-Heptane[0.49]&R21[0.51],mixture,n-Heptane,R21,0.49,494.9528,3752003.622584505,0.081191754638819,7.431845994135798,1.1504399305784134,15.4
OPT,12,Ethanol[0.48]&n-Heptane[0.52],mixture,Ethanol,n-Heptane,0.48,509.76383328460895,4127594.770067135,0.1303935810611885,6.400165934218875,0.18564434599910914,16.4
OPT,13,Benzene[0.49]&n-Hexane[0.51],mixture,Benzene,n-Hexane,0.49,553.4561478275568,4655272.260135267,0.08031559144120043,3.743969936259964,0.7325674085486317,17.4
OPT,14,SulfurDioxide[0.50]&Dichloroethane[0.50],mixture,SulfurDioxide,Dichloroethane,0.5,496.12,6987149.631129818,0.07354118172840832,11.12669435100522,2.7415017302361298,18.4
OPT,15,Water[0.50]&trans-2-Butene[0.50],mixture,Water,trans-2-Butene,0.5,537.8530000000001,17844249.927897383,-0.05,-1.0,-1.0,19.4
OPT,16,HeavyWater[0.49]&n-Hexane[0.51],mixture,HeavyWater,n-Hexane,0.49,574.4732300000001,14044869.362730313,-0.05,-1.0,-1.0,20.4
