order,mixture
1,D6
2,R21
3,R236EA
4,Acetone
5,Toluene
6,Dichloroethane
7,HeavyWater
8,Benzene
9,DimethylCarbonate
10,Methanol
11,SulfurDioxide
12,Ethanol
13,EthyleneOxide
14,o-Xylene
15,R40
16,MethylLinoleate
