order,mixture
1,m-Xylene[0.49]&DiethylEther[0.51]
2,D6[0.49]&R113[0.51]
3,Benzene[0.50]&n-Butane[0.50]
4,D5[0.50]&MD2M[0.50]
5,R21[0.50]&EthylBenzene[0.50]
1,Benzene[0.31]&DiethylEther[0.69]
2,Benzene[0.29]&DiethylEther[0.71]
3,Benzene[0.50]&DiethylEther[0.50]
4,Benzene[0.09]&HeavyWater[0.91]
5,Benzene[0.47]&n-Butane[0.53]
6,Benzene[0.27]&DiethylEther[0.73]
7,Benzene[0.14]&n-Butane[0.86]
8,Benzene[0.23]&n-Butane[0.77]
9,Benzene[0.25]&n-Butane[0.75]
10,Benzene[0.34]&n-Butane[0.66]
11,Benzene[0.33]&n-Butane[0.67]
12,Benzene[0.32]&n-Butane[0.68]
13,Benzene[0.21]&DiethylEther[0.79]
14,Benzene[0.40]&n-Butane[0.60]
15,Benzene[0.41]&n-Butane[0.59]
