order,mixture
1,n-Pentane
2,Isopentane
3,R1234ze(Z)
4,n-Undecane
5,EthylBenzene
6,p-Xylene
7,n-Nonane
8,Benzene
9,Dichloroethane
10,DimethylCarbonate
11,MD3M
12,MethylOleate
13,D5
14,n-Octane
15,Ethanol
16,Methanol
17,R11
18,R123
