order,mixture
1,SulfurDioxide
2,n-Butane
3,Methanol
4,Toluene
5,EthyleneOxide
6,Acetone
7,Ethanol
8,HeavyWater
9,Water
10,Dichloroethane
11,R40
12,Benzene
13,DimethylCarbonate
14,o-Xylene
15,EthylBenzene
