order,mixture
1,MethylPalmitate
2,trans-2-Butene
3,SulfurDioxide
4,Methanol
5,Ethanol
6,EthyleneOxide
7,Dichloroethane
8,R40
9,DimethylCarbonate
10,R21
11,HeavyWater
12,Acetone
13,Benzene
14,Cyclopentane
15,EthylBenzene
16,Toluene
