phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,p-Xylene[0.48]&R245ca[0.52],mixture,p-Xylene,R245ca,0.48,528.49704,4065578.2793458616,0.05822216619979029,2.758132259740097,0.6291544740441708
INIT,2,MD3M[0.36]&trans-2-Butene[0.64],mixture,MD3M,trans-2-Butene,0.36,500.736,1633835.812865096,-0.05,-1.0,-1.0
INIT,3,R245ca[0.50]&IsoButene[0.50],mixture,R245ca,IsoButene,0.5,432.83,4608954.334546259,0.05055564640641579,30.817772015897855,12.017992960980127
INIT,4,MethylLinolenate[0.27]&IsoButene[0.73],mixture,MethylLinolenate,IsoButene,0.27,520.9357,2325609.5097578494,-0.05,-1.0,-1.0
INIT,5,R245ca[0.46]&p-Xylene[0.54],mixture,R245ca,p-Xylene,0.46,538.61292,4030910.1060245004,0.053445879875350585,2.4537864470074924,0.6237270610884893
OPT,6,EthylBenzene[0.49]&R40[0.51],mixture,EthylBenzene,R40,0.49,514.7018,4723059.564927316,-0.05,-1.0,-1.0
OPT,7,DimethylCarbonate[0.49]&n-Pentane[0.51],mixture,DimethylCarbonate,n-Pentane,0.49,512.477,3985843.6141402908,0.1050723647221278,6.151438417309441,0.5048837067853361
OPT,8,trans-2-Butene[0.50]&CycloHexane[0.50],mixture,trans-2-Butene,CycloHexane,0.5,491.105,3977531.1574979336,0.09550018674929438,10.009598823287718,1.2461090756024487
OPT,9,R1234ze(Z)[0.49]&p-Xylene[0.51],mixture,R1234ze(Z),p-Xylene,0.49,521.64798,3749501.6457621036,0.031313373047032377,2.345892118145589,1.1309618850107046
OPT,10,MD4M[0.50]&n-Heptane[0.50],mixture,MD4M,n-Heptane,0.5,596.7,1197343.1596088407,-0.05,-1.0,-1.0
OPT,11,MD4M[0.48]&n-Octane[0.52],mixture,MD4M,n-Octane,0.48,609.2808,1209818.4743503318,-0.05,-1.0,-1.0
OPT,12,D6[0.50]&D5[0.50],mixture,D6,D5,0.5,632.04,1048912.317141853,0.01477889268723695,0.04763371580732809,0.02959653246138923
OPT,13,DiethylEther[0.49]&Acetone[0.51],mixture,DiethylEther,Acetone,0.49,481.7703739413198,4142482.178028941,0.12474078441704693,11.946161158180026,0.716592971258375
OPT,14,trans-2-Butene[0.49]&Isohexane[0.51],mixture,trans-2-Butene,Isohexane,0.49,463.84590000000003,3315517.5231473036,0.10776958035769299,14.812341527023092,1.2382395614308035
OPT,15,Acetone[0.49]&R1233zd(E)[0.51],mixture,Acetone,R1233zd(E),0.49,473.165,4342346.825878899,0.12512911347759967,15.242662002404247,0.9085302324137259
OPT,16,R113[0.49]&n-Pentane[0.51],mixture,R113,n-Pentane,0.49,478.2799,3480995.436941262,0.11590580005411937,10.88644813078794,0.8289837013670598
OPT,17,Methanol[0.49]&Novec649[0.51],mixture,Methanol,Novec649,0.49,476.8793,4981960.731430169,0.11343180506030646,14.54364441041864,0.5881270624928617
OPT,18,n-Heptane[0.47]&SulfurDioxide[0.53],mixture,n-Heptane,SulfurDioxide,0.47000000000000003,482.1332,4977663.151915876,0.003931740373440756,6.868451076616956,6.330752449770237
OPT,19,R141b[0.49]&Isopentane[0.51],mixture,R141b,Isopentane,0.49,468.75350000000003,4024887.7515815543,0.11630105463803972,15.112669156806069,1.3458201673437913
OPT,20,R113[0.50]&trans-2-Butene[0.50],mixture,R113,trans-2-Butene,0.5,457.90999999999997,3782223.9071836383,0.10331210744243229,12.803495435622498,1.4895179984848221
OPT,21,Acetone[0.50]&Novec649[0.50],mixture,Acetone,Novec649,0.5,474.95500000000004,3483727.254215518,0.10752120361008603,10.85081989348394,0.6558712401174577
OPT,22,R123[0.50]&DiethylEther[0.50],mixture,R123,DiethylEther,0.5,461.7655,3767096.238442085,0.0890788353369234,7.612675155099499,1.2832544809660658
OPT,23,R365MFC[0.50]&Novec649[0.50],mixture,R365MFC,Novec649,0.5,450.905,2628017.7956360476,0.09517397902819338,10.793984086335252,0.8040794712906255
OPT,24,1-Butene[0.50]&MDM[0.50],mixture,1-Butene,MDM,0.5,492.32545000000005,1989568.638103973,0.004401457894332488,1.9552054638772096,1.714960397196253
OPT,25,n-Dodecane[0.50]&Benzene[0.50],mixture,n-Dodecane,Benzene,0.5,641.5780034375,3570725.6278145714,-0.05,-1.0,-1.0
