phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MethylOleate[0.47]&EthylBenzene[0.53],mixture,MethylOleate,EthylBenzene,0.47000000000000003,694.6135999999999,1955202.19862952,-0.05,-1.0,-1.0,5.5
INIT,2,R1234ze(Z)[0.48]&n-Undecane[0.52],mixture,R1234ze(Z),n-Undecane,0.48,535.3456,2596927.134588066,-0.05,-1.0,-1.0,6.5
INIT,3,MD3M[0.30]&R236EA[0.70],mixture,MD3M,R236EA,0.3,477.39599999999996,1644603.886750639,-0.05,-1.0,-1.0,7.5
INIT,4,R1234ze(Z)[0.35]&n-Nonane[0.65],mixture,R1234ze(Z),n-Nonane,0.35000000000000003,534.602,2717357.2566155675,0.001020013794781348,1.5294906789053717,1.4860761051141564,8.5
INIT,5,EthylBenzene[0.50]&n-Undecane[0.50],mixture,EthylBenzene,n-Undecane,0.5,627.96,2538928.311129718,0.1104741737829298,0.45425643851807423,0.007342523118787757,9.5
OPT,6,n-Undecane[0.48]&R1234ze(Z)[0.52],mixture,n-Undecane,R1234ze(Z),0.48,526.7244,2652250.4090369097,-0.05,-1.0,-1.0,10.5
OPT,7,R1234ze(Z)[0.37]&n-Nonane[0.63],mixture,R1234ze(Z),n-Nonane,0.37,531.1764,2741960.132745406,0.005441435741306159,1.402969668309947,1.2019608050813069,11.5
OPT,8,EthylBenzene[0.46]&MethylPalmitate[0.54],mixture,EthylBenzene,MethylPalmitate,0.46,691.5752,1917712.886178268,-0.05,-1.0,-1.0,12.5
OPT,9,EthylBenzene[0.50]&n-Nonane[0.50],mixture,EthylBenzene,n-Nonane,0.5,601.6060615515624,2820690.917414248,0.10877474112577958,0.4977961077733926,0.016144014893412884,13.5
OPT,10,DiethylEther[0.40]&EthylBenzene[0.60],mixture,DiethylEther,EthylBenzene,0.4,556.952,3801589.808229086,0.06874129659932572,2.3864638479467604,0.39444625852433557,14.5
OPT,11,R1234ze(Z)[0.36]&EthylBenzene[0.64],mixture,R1234ze(Z),EthylBenzene,0.36,547.334,3811403.0583037445,0.002176519842544115,1.160460678786038,1.1025667201734484,15.5
OPT,12,R1234ze(Z)[0.37]&EthylBenzene[0.63],mixture,R1234ze(Z),EthylBenzene,0.37,545.3955,3813851.3708013743,0.03464717095603051,2.2931400625954588,0.9702066460666908,16.5
OPT,13,EthylBenzene[0.49]&R1234ze(Z)[0.51],mixture,EthylBenzene,R1234ze(Z),0.49,518.2565,3829223.9002304105,0.04141111491631031,2.97795698550771,1.1292017480707794,17.5
OPT,14,EthylBenzene[0.33]&DiethylEther[0.67],mixture,EthylBenzene,DiethylEther,0.33,516.3386,3805842.6126059145,0.08080327602409106,3.8167507889044754,0.535803465557521,18.5
OPT,15,EthylBenzene[0.20]&R1234ze(Z)[0.80],mixture,EthylBenzene,R1234ze(Z),0.2,462.03999999999996,3729702.365331745,0.07211148689158993,7.520124917329942,1.6708782429346123,19.5
