phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,m-Xylene[0.49]&DiethylEther[0.51],mixture,m-Xylene,DiethylEther,0.49,540.2931,3742355.6203920636,0.070770490475977,2.6921733047622074,0.44350019806574276,5.3
INIT,2,Benzene[0.22]&R21[0.78],mixture,Benzene,R21,0.22,475.7988,5301222.7964673545,0.12304600748022655,17.67248756751661,1.5096331052174907,6.3
INIT,3,R113[0.16]&n-Butane[0.84],mixture,R113,n-Butane,0.16,435.94989927942487,3854490.4076066664,0.11548415309380833,24.89377928246756,2.1955807255479147,7.3
INIT,4,Benzene[0.33]&n-Butane[0.67],mixture,Benzene,n-Butane,0.33,479.3509381968893,4913117.38946547,0.1035019925762922,15.230453397700442,1.7499806622916712,8.3
INIT,5,EthylBenzene[0.43]&D6[0.57],mixture,EthylBenzene,D6,0.43,633.4562,1342596.832318661,0.021376021071072313,0.02957965254175764,0.011843839133599083,9.3
OPT,6,SulfurDioxide[0.49]&Isopentane[0.51],mixture,SulfurDioxide,Isopentane,0.49,445.7921,7171070.1699444605,0.08382822859645343,31.072757923803863,6.174453730285814,10.3
OPT,7,R245fa[0.48]&IsoButene[0.52],mixture,R245fa,IsoButene,0.48,422.3716,5025810.547207821,0.09547963175701574,30.945374876778253,4.015439636480635,11.3
OPT,8,Novec649[0.47]&Neopentane[0.53],mixture,Novec649,Neopentane,0.47000000000000003,437.53290000000004,2387555.1004649596,0.09525774450223086,14.569452381438472,1.068309536167176,12.3
OPT,9,n-Pentane[0.48]&Water[0.52],mixture,n-Pentane,Water,0.48,542.4478841024,16651813.45700107,-0.05,-1.0,-1.0,13.3
OPT,10,DiethylEther[0.49]&HeavyWater[0.51],mixture,DiethylEther,HeavyWater,0.49,557.0449699999999,11409095.764561066,-0.05,-1.0,-1.0,14.3
OPT,11,HeavyWater[0.50]&1-Butene[0.50],mixture,HeavyWater,1-Butene,0.5,531.5685,17726722.967230495,-0.05,-1.0,-1.0,15.3
OPT,12,Acetone[0.50]&R1233zd(E)[0.50],mixture,Acetone,R1233zd(E),0.5,473.85,4353308.686333733,0.1249491998000616,15.012306366876498,0.8992625982656646,16.3
OPT,13,Isopentane[0.50]&Isohexane[0.50],mixture,Isopentane,Isohexane,0.5,479.025,3190014.8785494543,0.1160669978350887,10.355918391913384,0.6504997823057018,17.3
OPT,14,Isohexane[0.50]&R1233zd(E)[0.50],mixture,Isohexane,R1233zd(E),0.5,468.65,3571401.9884725837,0.11548687375076344,14.093621652032233,0.8936013203414191,18.3
OPT,15,Cyclopentane[0.50]&Neopentane[0.50],mixture,Cyclopentane,Neopentane,0.5,472.73,3842447.199677103,0.11748089233316557,14.309671050899473,1.1266718253390833,19.3
OPT,16,1-Butene[0.48]&Cyclopentane[0.52],mixture,1-Butene,Cyclopentane,0.48,467.35360000000003,4313879.035652547,0.11351979887456842,17.429089813915848,1.6752568200728797,20.3
