order,mixture
1,R123
2,MD4M
3,MethylPalmitate
4,MethylLinolenate
5,n-Decane
6,EthylBenzene
7,R40
8,R21
9,cis-2-Butene
10,Isohexane
11,n-Octane
12,MethylLinoleate
13,Novec649
14,R114
15,n-Heptane
16,MethylOleate
17,R245ca
18,R142b
19,MDM
20,n-Nonane
21,MM
22,MD2M
23,n-Dodecane
24,Neopentane
25,D4
