order,mixture
1,R1233zd(E)[0.48]&R40[0.52]
2,R40[0.29]&R1233zd(E)[0.71]
3,R11[0.36]&R141b[0.64]
4,R11[0.43]&MD3M[0.57]
5,R141b[0.24]&EthyleneOxide[0.76]
6,Benzene[0.50]&IsoButene[0.50]
7,R40[0.49]&n-Hexane[0.51]
8,trans-2-Butene[0.50]&SulfurDioxide[0.50]
9,R21[0.49]&EthyleneOxide[0.51]
10,R40[0.50]&Ethanol[0.50]
11,D4[0.50]&R40[0.50]
12,trans-2-Butene[0.49]&HeavyWater[0.51]
13,Isohexane[0.49]&SulfurDioxide[0.51]
14,MD3M[0.50]&trans-2-Butene[0.50]
15,Water[0.46]&cis-2-Butene[0.54]
16,n-Dodecane[0.48]&R40[0.52]
17,Acetone[0.47]&n-Decane[0.53]
18,R40[0.49]&R114[0.51]
19,IsoButene[0.50]&R40[0.50]
20,EthyleneOxide[0.50]&Water[0.50]
21,Water[0.49]&R21[0.51]
22,Novec649[0.50]&R40[0.50]
23,HeavyWater[0.49]&Isohexane[0.51]
24,SulfurDioxide[0.49]&IsoButene[0.51]
25,IsoButene[0.49]&HeavyWater[0.51]
