phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.09912959395310801,0.5804567035448012,0.00987471213443395
INIT,2,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13509691507428498,9.03013250105988,0.28450413675372566
INIT,3,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.13337809116943655,6.281163688397407,0.13774426836363338
INIT,4,R114,pure,R114,,1.0,420.6077250633603,3352482.0281048496,0.1026088826625346,27.083668963138383,2.924906775587467
INIT,5,n-Nonane,pure,n-Nonane,,1.0,594.5478132119172,2281911.0314392075,0.08868166152490212,0.28209163138069326,0.016267992509489532
OPT,6,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,7,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,8,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,0.07316991436258927,0.033607888779516204,0.0007594118418235729
OPT,9,R142b,pure,R142b,,1.0,410.2602326520994,4054783.4201340955,0.10023289675535725,36.27688386383151,4.544868883453108
OPT,10,n-Butane,pure,n-Butane,,1.0,425.125000000008,3796000.0174158094,0.10718573313425392,28.41022429600081,3.286175746397951
OPT,11,n-Undecane,pure,n-Undecane,,1.0,638.8000144673849,1990452.1527680526,-0.05,-1.0,-1.0
OPT,12,R236EA,pure,R236EA,,1.0,412.4089900338652,3413692.778348532,0.0993600719502324,30.876747692878478,2.8841719589830337
