phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.10871878604577935,55.94805522748587,7.645670807386339
INIT,2,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12173007931221183,13.759472833090255,1.1396933215757878
INIT,3,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12805995315322816,8.392012706581019,0.47037473102410354
INIT,4,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
INIT,5,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.09909332937429295,0.5800574589543552,0.009891785452882799
OPT,1,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.1283047602423182,8.406922417134092,0.46751993106092155
OPT,2,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12774688960399627,8.331241874489278,0.4712031715200239
OPT,3,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.04172459924935898,8.290885714499423,4.187641580919088
OPT,4,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12185537458705502,13.735873249251519,1.133313177005606
OPT,5,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12187847197931492,13.656617470044237,1.1254373503223616
OPT,6,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11647711214841723,13.483281001717353,1.30139974168841
OPT,7,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12136923998800153,13.69016894559098,1.1457654342552583
OPT,8,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11601517623967947,12.434304843206428,1.2074358513269123
OPT,9,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12204633626494257,13.775816847929779,1.1303981757279078
OPT,10,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12104667900074303,13.681886554013047,1.1560875402894797
OPT,11,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12206939372556327,13.738978788149657,1.1263404842251257
OPT,12,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11783864739661072,12.781661599029905,1.1801201047279175
OPT,13,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11921433353890938,13.64197949670377,1.216735757714296
OPT,14,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.06154084979012239,7.133525361711265,2.5126480124187984
OPT,15,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.1057754041913569,9.613760479910855,1.2098240962455225
OPT,16,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11908188777996852,13.323546239716935,1.190577965228634
OPT,17,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.0975063614370586,13.491758606223103,2.182667137228388
OPT,18,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.11904300716355236,12.947885026496122,1.155309640972609
OPT,19,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.1213072579962356,13.747927943529064,1.153140107003456
OPT,20,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.12106910669399687,13.663741544899414,1.1536529520919419
