phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,trans-2-Butene[0.50]&MDM[0.50],mixture,trans-2-Butene,MDM,0.5,496.98545,1980104.346674443,0.014199629126832591,1.9336869942169386,1.2593746132900834
INIT,2,DiethylEther[0.22]&n-Decane[0.78],mixture,DiethylEther,n-Decane,0.22,584.48,2377667.703294177,-0.05,-1.0,-1.0
INIT,3,MDM[0.36]&Dichloroethane[0.64],mixture,MDM,Dichloroethane,0.36,562.953924,3034884.4704641923,0.10964889026783665,2.096518077027287,0.07582131041458642
INIT,4,Novec649[0.26]&trans-2-Butene[0.74],mixture,Novec649,trans-2-Butene,0.26,432.04200000000003,3185188.299458923,0.10592502704907532,22.16199945502919,1.7966840933817183
INIT,5,R123[0.25]&MDM[0.75],mixture,R123,MDM,0.25,538.228425,1787520.1641941885,0.0018441703796002657,1.1058170835071803,1.041032109355218
OPT,6,p-Xylene[0.50]&m-Xylene[0.50],mixture,p-Xylene,m-Xylene,0.5,616.529,3690208.3535102974,0.1258987643655968,0.9777920092555105,0.02475958654055463
OPT,7,HeavyWater[0.49]&cis-2-Butene[0.51],mixture,HeavyWater,cis-2-Butene,0.49,537.71753,17759034.870746665,-0.05,-1.0,-1.0
OPT,8,Ethanol[0.50]&R21[0.50],mixture,Ethanol,R21,0.5,465.9631031375,6052227.8426746195,0.10523652557134583,20.183824073383768,1.9878265486309197
OPT,9,R11[0.50]&HeavyWater[0.50],mixture,R11,HeavyWater,0.5,557.4784999908496,7324852.64377058,-0.05,-1.0,-1.0
OPT,10,SulfurDioxide[0.49]&CycloHexane[0.51],mixture,SulfurDioxide,CycloHexane,0.49,493.3496,7397497.128632727,0.026279293282064065,10.627762708717166,6.50620185820707
OPT,11,R11[0.50]&R21[0.50],mixture,R11,R21,0.5,461.295,5095321.524304367,0.11895886703553177,20.316655116478717,2.0553230886326492
OPT,12,n-Nonane[0.50]&Toluene[0.50],mixture,n-Nonane,Toluene,0.5,624.02595825,3929851.4760719617,0.11885372812594501,1.14068261612047,0.027973748289684675
OPT,13,HeavyWater[0.50]&DimethylCarbonate[0.50],mixture,HeavyWater,DimethylCarbonate,0.5,600.4235,12862950.97490621,0.008080946121492334,5.738742428842182,5.0269172869011305
OPT,14,R236EA[0.46]&Neopentane[0.54],mixture,R236EA,Neopentane,0.46,423.942,4104834.3235797347,0.09310830898910315,25.129063910407446,3.4056174268191373
OPT,15,R141b[0.49]&Methanol[0.51],mixture,R141b,Methanol,0.49,495.7985650646865,5604784.115667115,-0.05,-1.0,-1.0
OPT,16,m-Xylene[0.50]&o-Xylene[0.50],mixture,m-Xylene,o-Xylene,0.5,623.6783680374999,3640623.578469034,0.08707050162204437,0.6369631498335981,0.06528942333628139
OPT,17,n-Butane[0.49]&Benzene[0.51],mixture,n-Butane,Benzene,0.49,505.43683754560305,5216571.436503264,0.08177960770590288,10.09366815047684,1.8945011744564566
OPT,18,R114[0.50]&R365MFC[0.50],mixture,R114,R365MFC,0.5,439.41499999999996,3595011.1673773727,0.10261357148263088,18.994746043651624,1.7710240776334036
OPT,19,R1233zd(E)[0.50]&SulfurDioxide[0.50],mixture,R1233zd(E),SulfurDioxide,0.5,435.12,5881879.596343729,0.10817554432590076,30.020066061257733,3.424932465181965
OPT,20,n-Nonane[0.50]&Water[0.50],mixture,n-Nonane,Water,0.5,628.26767440625,5206835.5952475425,0.132883876632898,1.065342549893529,0.01613865266844186
OPT,21,p-Xylene[0.50]&DimethylCarbonate[0.50],mixture,p-Xylene,DimethylCarbonate,0.5,586.5840000000001,5170085.009982248,0.12316150733509579,2.4279894036446046,0.08051403773829573
OPT,22,Benzene[0.49]&n-Decane[0.51],mixture,Benzene,n-Decane,0.49,677.621020114443,5330130.768172752,0.07726557023510323,0.899393170148884,0.08315165735572265
OPT,23,R236EA[0.50]&1-Butene[0.50],mixture,R236EA,1-Butene,0.5,415.865,4245706.925459218,0.09417212994883642,28.959280584850823,4.058504983418956
OPT,24,1-Butene[0.50]&R245fa[0.50],mixture,1-Butene,R245fa,0.5,423.15,5023038.632361741,0.08939782705155612,22.104915120593677,3.8195088531275028
OPT,25,MethylPalmitate[0.47]&Water[0.53],mixture,MethylPalmitate,Water,0.47000000000000003,697.81088,6220928.98609878,-0.05,-1.0,-1.0
