phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,D4,pure,D4,,1.0,586.5000035318247,1347215.4316793245,0.09528491734144555,0.24846412974750243,0.0030751269433447292
INIT,2,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.11597413153916447,0.7348445780965288,0.02535264414642577
INIT,3,HeavyWater,pure,HeavyWater,,1.0,643.8469999831403,21661830.99818297,0.13830361956061377,3.03136432360301,0.058106812350236556
INIT,4,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.12355929069580562,4.0434650423811425,0.20948871782033104
INIT,5,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
