order,mixture
1,MethylLinolenate
2,HeavyWater
3,Water
4,Methanol
5,Dichloroethane
6,Ethanol
7,SulfurDioxide
8,EthyleneOxide
9,R40
10,DimethylCarbonate
11,Benzene
12,Toluene
13,CycloHexane
14,Acetone
15,Cyclopentane
