order,mixture
1,trans-2-Butene
2,SulfurDioxide
3,Methanol
4,m-Xylene
5,Novec649
6,MethylOleate
7,R21
8,MethylLinolenate
9,MD4M
10,D6
11,MD3M
12,R40
13,D5
14,R11
15,n-Heptane
16,Isohexane
17,MDM
18,R141b
19,n-Dodecane
20,R236EA
21,n-Nonane
22,DiethylEther
23,R142b
24,n-Hexane
