order,mixture
1,trans-2-Butene[0.49]&Isohexane[0.51]
2,Cyclopentane[0.50]&MD3M[0.50]
3,SulfurDioxide[0.47]&Acetone[0.53]
4,R365MFC[0.50]&n-Octane[0.50]
5,Acetone[0.46]&SulfurDioxide[0.54]
6,Acetone[0.45]&SulfurDioxide[0.55]
7,n-Octane[0.50]&Isohexane[0.50]
8,trans-2-Butene[0.35]&Isohexane[0.65]
9,MethylLinolenate[0.49]&D4[0.51]
10,MethylLinolenate[0.48]&D6[0.52]
11,o-Xylene[0.50]&MethylLinolenate[0.50]
