phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,1-Butene[0.48]&IsoButene[0.52],mixture,1-Butene,IsoButene,0.48,418.666,4046870.8391646906,0.1049532228690675,33.83417473920362,4.092240773925753
INIT,2,HeavyWater[0.50]&R114[0.50],mixture,HeavyWater,R114,0.5,532.2273625232503,5806347.67310498,-0.05,-1.0,-1.0
INIT,3,R114[0.26]&IsoButene[0.74],mixture,R114,IsoButene,0.26,418.2824,3908366.8494347683,0.10155626705199705,30.45349582721591,3.9266943967601504
INIT,4,HeavyWater[0.19]&MethylPalmitate[0.81],mixture,HeavyWater,MethylPalmitate,0.19,733.88093,2809277.22504993,-0.05,-1.0,-1.0
INIT,5,R114[0.19]&MethylLinoleate[0.81],mixture,R114,MethylLinoleate,0.19,704.8977,1554978.0096504379,-0.05,-1.0,-1.0
OPT,6,n-Butane[0.48]&1-Butene[0.52],mixture,n-Butane,1-Butene,0.48,421.69042824875953,3903115.570729214,0.10683032712138275,31.07588463499035,3.6507675617603828
OPT,7,SulfurDioxide[0.47]&n-Butane[0.53],mixture,SulfurDioxide,n-Butane,0.47000000000000003,427.71705,8235416.55226912,0.09005518321705092,43.23220989925946,7.748175322578866
OPT,8,MethylLinoleate[0.50]&R11[0.50],mixture,MethylLinoleate,R11,0.5,621.5550000000001,2090673.4344806292,-0.05,-1.0,-1.0
OPT,9,R142b[0.49]&EthyleneOxide[0.51],mixture,R142b,EthyleneOxide,0.49,440.1766,5337323.714928882,0.11833648181705823,31.566875254998283,3.112555665698765
OPT,10,EthyleneOxide[0.49]&R114[0.51],mixture,EthyleneOxide,R114,0.49,443.3741,5217584.907191724,0.10342156042459723,24.23852609077378,3.375443212243931
OPT,11,cis-2-Butene[0.50]&MDM[0.50],mixture,cis-2-Butene,MDM,0.5,500.55545,2027814.4251553696,0.01745672320882614,1.9343312622229134,1.1431494244144236
OPT,12,Novec649[0.48]&SulfurDioxide[0.52],mixture,Novec649,SulfurDioxide,0.48,436.0016,5383679.635495928,0.07627906162959042,36.83457046634754,4.808338923482883
OPT,13,Acetone[0.50]&R123[0.50],mixture,Acetone,R123,0.5,482.4655,4424580.818998917,0.12343555194886031,12.462081009250767,0.815888756291882
OPT,14,EthylBenzene[0.50]&R40[0.50],mixture,EthylBenzene,R40,0.5,516.71,4696662.091950747,-0.05,-1.0,-1.0
OPT,15,DimethylCarbonate[0.50]&R236EA[0.50],mixture,DimethylCarbonate,R236EA,0.5,484.72,4246910.431303362,0.08297063812757702,9.420620268093293,1.2771103195875515
OPT,16,Toluene[0.48]&DimethylCarbonate[0.52],mixture,Toluene,DimethylCarbonate,0.48,569.3527561862445,4595569.1330539705,0.12709739453035718,2.8252855953717204,0.10298074996209142
OPT,17,HeavyWater[0.50]&trans-2-Butene[0.50],mixture,HeavyWater,trans-2-Butene,0.5,536.2284999999999,17760359.30598028,-0.05,-1.0,-1.0
OPT,18,R40[0.50]&Ethanol[0.50],mixture,R40,Ethanol,0.5,466.66746849358185,6581900.267406423,-0.05,-1.0,-1.0
OPT,19,Neopentane[0.49]&HeavyWater[0.51],mixture,Neopentane,HeavyWater,0.49,540.8945699999999,18343991.10162813,-0.05,-1.0,-1.0
OPT,20,HeavyWater[0.50]&Novec649[0.50],mixture,HeavyWater,Novec649,0.5,542.8285,9721560.155981867,-0.05,-1.0,-1.0
OPT,21,Water[0.50]&Novec649[0.50],mixture,Water,Novec649,0.5,544.453,9761250.172199113,-0.05,-1.0,-1.0
OPT,22,SulfurDioxide[0.50]&Acetone[0.50],mixture,SulfurDioxide,Acetone,0.5,501.802114984375,7211423.683317027,0.11487964712958922,16.841837340297587,1.5086308890820013
OPT,23,Methanol[0.48]&Dichloroethane[0.52],mixture,Methanol,Dichloroethane,0.48,538.4437812219811,6332167.00302729,-0.05,-1.0,-1.0
OPT,24,HeavyWater[0.49]&n-Dodecane[0.51],mixture,HeavyWater,n-Dodecane,0.49,651.11603,7312926.5912574325,-0.05,-1.0,-1.0
OPT,25,R113[0.49]&SulfurDioxide[0.51],mixture,R113,SulfurDioxide,0.49,458.35929999999996,6300349.380228041,0.09661213381118423,21.0429281798331,3.218633376664723
