phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,n-Pentane[0.48]&1-Butene[0.52],mixture,n-Pentane,1-Butene,0.48,443.4868,3672048.8955350355,0.1081478943652549,20.833411222845086,2.1505964716657195,1.0
INIT,2,p-Xylene[0.49]&R11[0.51],mixture,p-Xylene,R11,0.49,542.1884200000001,3981917.774338595,0.06208984571127211,2.7462177847791454,0.6485143419926924,2.0
INIT,3,Isopentane[0.49]&Novec649[0.51],mixture,Isopentane,Novec649,0.49,450.8946,2432656.6425505388,0.0988646676661053,11.447101709726052,0.7901076145993304,3.0
INIT,4,R123[0.49]&MD2M[0.51],mixture,R123,MD2M,0.49,529.54119,1847297.6704728517,-0.05,-1.0,-1.0,4.0
OPT,1,n-Pentane[0.50]&1-Butene[0.50],mixture,n-Pentane,1-Butene,0.5,444.495,3659376.1784490845,0.10577228910594615,17.41896395582506,1.944994752380212,5.0
OPT,2,n-Pentane[0.37]&Isopentane[0.63],mixture,n-Pentane,Isopentane,0.37,463.9011158292885,3379127.981809108,0.10492352801141977,10.480924239633227,1.1606611837602487,6.0
OPT,3,n-Pentane[0.50]&Isopentane[0.50],mixture,n-Pentane,Isopentane,0.5,465.1214320714844,3377990.3836527276,0.10917352733784769,12.450163698190167,1.2006311853790343,7.0
OPT,4,n-Pentane[0.25]&Isopentane[0.75],mixture,n-Pentane,Isopentane,0.25,462.76250060293677,3379531.424638996,0.1080921319984062,13.243432562329605,1.3305760732663332,8.0
OPT,5,n-Pentane[0.49]&1-Butene[0.51],mixture,n-Pentane,1-Butene,0.49,443.9909,3665701.720443166,0.10903435125822643,18.301354356841877,1.8616636616076996,9.0
OPT,6,n-Pentane[0.11]&Cyclopentane[0.89],mixture,n-Pentane,Cyclopentane,0.11,507.0978,4430255.151562882,0.11804658099313095,8.975835078238248,0.7735159543577425,10.0
OPT,7,Cyclopentane[0.50]&n-Pentane[0.50],mixture,Cyclopentane,n-Pentane,0.5,490.71000000000004,3929895.069642376,0.12069928973412468,10.328340511512836,0.7610177941141416,11.0
OPT,8,Cyclopentane[0.50]&Isopentane[0.50],mixture,Cyclopentane,Isopentane,0.5,486.035,3946071.360564297,0.1152250165208399,9.645875795333396,0.8431313786645838,12.0
OPT,9,n-Pentane[0.44]&Cyclopentane[0.56],mixture,n-Pentane,Cyclopentane,0.44,493.23120000000006,4003052.292799375,0.11717161535931962,9.547032398698647,0.7913369289107968,13.0
OPT,10,n-Pentane[0.45]&Cyclopentane[0.55],mixture,n-Pentane,Cyclopentane,0.45,492.81100000000004,3990767.9103125487,0.09899394839118669,10.190718544640681,1.428591386015161,14.0
OPT,11,Cyclopentane[0.33]&1-Butene[0.67],mixture,Cyclopentane,1-Butene,0.33,449.79190000000006,4203900.769694742,0.11690916833645455,23.64833266676168,2.147007066692405,15.0
OPT,12,Cyclopentane[0.50]&1-Butene[0.50],mixture,Cyclopentane,1-Butene,0.5,465.505,4302424.880650622,0.11416814332564755,19.25108906320902,1.8196765770211485,16.0
OPT,13,Cyclopentane[0.22]&Isopentane[0.78],mixture,Cyclopentane,Isopentane,0.22,471.6514,3620347.2849954334,0.11594448614775393,12.801216768600016,1.0538063595885605,17.0
OPT,14,Cyclopentane[0.08]&DimethylCarbonate[0.92],mixture,Cyclopentane,DimethylCarbonate,0.08,553.3776,4757275.052699326,0.12035264509640209,3.5456471252406137,0.16704110224754812,18.0
OPT,15,DimethylCarbonate[0.50]&Cyclopentane[0.50],mixture,DimethylCarbonate,Cyclopentane,0.5,534.36,4343074.450147814,0.11170580650383956,5.667497020447103,0.43681950523567425,19.0
