phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,HeavyWater[0.50]&trans-2-Butene[0.50],mixture,HeavyWater,trans-2-Butene,0.5,536.2284999999999,17760359.30598028,-0.05,-1.0,-1.0
INIT,2,HeavyWater[0.47]&IsoButene[0.53],mixture,HeavyWater,IsoButene,0.47000000000000003,524.19579,16789933.203945223,-0.05,-1.0,-1.0
INIT,3,trans-2-Butene[0.35]&Benzene[0.65],mixture,trans-2-Butene,Benzene,0.35000000000000003,515.3265,4540260.304773504,0.05772310449236935,8.201211426869843,2.746673757529392
INIT,4,HeavyWater[0.37]&Benzene[0.63],mixture,HeavyWater,Benzene,0.37,592.29599,16308857.958760535,0.06272978252381067,5.928997030806909,1.8188997530733093
INIT,5,trans-2-Butene[0.29]&IsoButene[0.71],mixture,trans-2-Butene,IsoButene,0.29,421.14079999999996,4047884.647047991,0.10595357668653343,31.47814976897166,3.8324968496622764
OPT,6,MethylLinolenate[0.49]&Benzene[0.51],mixture,MethylLinolenate,Benzene,0.49,678.1402,2056481.6139504851,-0.05,-1.0,-1.0
OPT,7,R236EA[0.50]&IsoButene[0.50],mixture,R236EA,IsoButene,0.5,415.265,4235323.0065737255,0.09435328211519722,30.719729095905492,4.098953453460719
OPT,8,R365MFC[0.49]&R142b[0.51],mixture,R365MFC,R142b,0.49,434.6326,3852245.136622954,0.10595403156173148,25.708844249432193,2.21386222222831
OPT,9,R1233zd(E)[0.50]&1-Butene[0.50],mixture,R1233zd(E),1-Butene,0.5,429.44500000000005,4149694.2631147983,0.10981215621610137,29.112502574799887,2.840989108868783
OPT,10,R245ca[0.49]&Isohexane[0.51],mixture,R245ca,Isohexane,0.49,473.1363,3916530.7115652086,0.11640693236025815,14.158862196541746,0.7921700273350029
OPT,11,CycloHexane[0.49]&R40[0.51],mixture,CycloHexane,R40,0.49,483.577,5277696.045153529,0.05366487485776557,9.29486715700265,3.430821075894645
OPT,12,MM[0.50]&R245fa[0.50],mixture,MM,R245fa,0.5,472.855,2942002.1358130905,0.0685936514046132,6.523625441689217,0.9926728557563753
OPT,13,cis-2-Butene[0.49]&SulfurDioxide[0.51],mixture,cis-2-Butene,SulfurDioxide,0.49,433.1439,8935199.799780075,0.08952761620780926,35.19647303346342,7.409233118861034
OPT,14,MethylPalmitate[0.50]&MD4M[0.50],mixture,MethylPalmitate,MD4M,0.5,704.1,1187666.0076870078,-0.05,-1.0,-1.0
OPT,15,n-Dodecane[0.49]&D5[0.51],mixture,n-Dodecane,D5,0.49,637.8019999999999,1365888.260485186,0.019151562692476386,0.09182916337490832,0.05357350885214028
OPT,16,R236EA[0.50]&R40[0.50],mixture,R236EA,R40,0.5,414.37,4574122.751687414,0.10556118624627712,41.23103448712381,4.0970796464676
OPT,17,Water[0.49]&Cyclopentane[0.51],mixture,Water,Cyclopentane,0.49,578.05424,22236411.433199544,-0.05,-1.0,-1.0
OPT,18,1-Butene[0.50]&R142b[0.50],mixture,1-Butene,R142b,0.5,414.775,4310047.003774104,0.09768997194331644,31.73765447317044,4.729436686782695
OPT,19,R142b[0.50]&IsoButene[0.50],mixture,R142b,IsoButene,0.5,414.17499999999995,4304734.204860482,0.09385407699430291,27.89987497091326,4.7924820060235245
OPT,20,n-Hexane[0.50]&Water[0.50],mixture,n-Hexane,Water,0.5,548.247075,33293118.895992476,-0.05,-1.0,-1.0
OPT,21,Water[0.50]&EthyleneOxide[0.50],mixture,Water,EthyleneOxide,0.5,558.008,26842759.389272165,-0.05,-1.0,-1.0
OPT,22,R365MFC[0.49]&R236EA[0.51],mixture,R365MFC,R236EA,0.49,435.74440000000004,3419714.9814417562,0.10334945810309248,16.30763436857692,1.3784722408502397
OPT,23,R245ca[0.49]&R123[0.51],mixture,R245ca,R123,0.49,452.29310999999996,4133157.127158097,0.11304375172710023,18.911754729479114,1.561102876381482
OPT,24,Isopentane[0.50]&DiethylEther[0.50],mixture,Isopentane,DiethylEther,0.5,463.525,3813407.4668900184,0.11228659201585028,15.172806867524072,1.3092991910988405
OPT,25,R40[0.50]&1-Butene[0.50],mixture,R40,1-Butene,0.5,417.795,5383731.8699113345,0.07076795178483554,39.52763038333281,11.639303617197456
