order,mixture
1,Novec649[0.48]&Isopentane[0.52]
2,n-Pentane[0.33]&1-Butene[0.67]
3,Novec649[0.46]&R123[0.54]
4,Ethanol[0.47]&Novec649[0.53]
5,R11[0.35]&1-Butene[0.65]
6,IsoButene[0.48]&trans-2-Butene[0.52]
7,Cyclopentane[0.50]&DimethylCarbonate[0.50]
8,m-Xylene[0.49]&Isopentane[0.51]
9,Isopentane[0.49]&Ethanol[0.51]
10,n-Decane[0.49]&Acetone[0.51]
11,MDM[0.50]&R114[0.50]
12,R40[0.49]&p-Xylene[0.51]
13,R141b[0.50]&Dichloroethane[0.50]
14,CycloHexane[0.49]&Benzene[0.51]
15,IsoButene[0.50]&n-Octane[0.50]
16,R11[0.49]&SulfurDioxide[0.51]
17,SulfurDioxide[0.50]&R236EA[0.50]
18,R40[0.50]&HeavyWater[0.50]
19,Methanol[0.50]&Toluene[0.50]
20,n-Heptane[0.49]&Water[0.51]
21,R40[0.49]&n-Butane[0.51]
22,SulfurDioxide[0.49]&R245fa[0.51]
23,n-Heptane[0.47]&HeavyWater[0.53]
24,R1234ze(Z)[0.47]&cis-2-Butene[0.53]
25,IsoButene[0.49]&R40[0.51]
